State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Program Code,Primary Rep Info,EPA Region,NERC Region,County,County Code,FIPS Code,Source Category,Latitude,Longitude,Owner/Operator,SO2 Phase,NOx Phase,Unit Type,Primary Fuel Type,Secondary Fuel Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Commercial Operation Date,Operating Status,Max Hourly HI Rate (mmBtu/hr),Associated Generators & Nameplate Capacity (MWe)
MA,Pittsfield Generating,50002,1,,2024,"RGGI, SIPNOX","604966 (Ended Jun 07, 2024), 611012 (Started Jun 07, 2024)",1,NPCC,Berkshire County,MA003,3,Electric Utility,42.4564,-73.2181,"Pittsfield Generating Company, LP (Owner)|IHI Power Services Corporation (Operator)",,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,9/1/1990,Operating,595,"GEN1 (40), GEN4 (53.4)"
