"State","Facility Name","Facility ID","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"MA","Pittsfield Generating",50002,"2024-04-02",3,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",4,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",5,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",6,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",7,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",8,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",9,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",10,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",11,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",12,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",13,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",14,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",15,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",16,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",17,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",18,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",19,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",20,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",21,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",22,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-02",23,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",0,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",1,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",2,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",3,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",4,,,,,,
"MA","Pittsfield Generating",50002,"2024-04-03",5,,,,,,
