datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure24HourMean.productFamily,atmPressure24HourMean.qcAssessment,atmPressure24HourMean.raw,atmPressure24HourMean.reportedAccessoryId,atmPressure24HourMean.status,atmPressure24HourMean.value,bcAllSources24HourMean.productFamily,bcAllSources24HourMean.qcAssessment,bcAllSources24HourMean.raw,bcAllSources24HourMean.reportedAccessoryId,bcAllSources24HourMean.status,bcAllSources24HourMean.value,bcBiomass24HourMean.productFamily,bcBiomass24HourMean.qcAssessment,bcBiomass24HourMean.raw,bcBiomass24HourMean.reportedAccessoryId,bcBiomass24HourMean.status,bcBiomass24HourMean.value,bcFossilFuel24HourMean.productFamily,bcFossilFuel24HourMean.qcAssessment,bcFossilFuel24HourMean.raw,bcFossilFuel24HourMean.reportedAccessoryId,bcFossilFuel24HourMean.status,bcFossilFuel24HourMean.value,co2Conc24HourMean.productFamily,co2Conc24HourMean.qcAssessment,co2Conc24HourMean.raw,co2Conc24HourMean.reportedAccessoryId,co2Conc24HourMean.status,co2Conc24HourMean.value,coConc24HourMean.productFamily,coConc24HourMean.qcAssessment,coConc24HourMean.raw,coConc24HourMean.reportedAccessoryId,coConc24HourMean.status,coConc24HourMean.value,no2Conc24HourMean.productFamily,no2Conc24HourMean.qcAssessment,no2Conc24HourMean.raw,no2Conc24HourMean.reportedAccessoryId,no2Conc24HourMean.status,no2Conc24HourMean.value,noConc24HourMean.productFamily,noConc24HourMean.qcAssessment,noConc24HourMean.raw,noConc24HourMean.reportedAccessoryId,noConc24HourMean.status,noConc24HourMean.value,noxConc24HourMean.productFamily,noxConc24HourMean.qcAssessment,noxConc24HourMean.raw,noxConc24HourMean.reportedAccessoryId,noxConc24HourMean.status,noxConc24HourMean.value,o3Conc24HourMean.productFamily,o3Conc24HourMean.qcAssessment,o3Conc24HourMean.raw,o3Conc24HourMean.reportedAccessoryId,o3Conc24HourMean.status,o3Conc24HourMean.value,pm10ConcMass24HourMean.productFamily,pm10ConcMass24HourMean.qcAssessment,pm10ConcMass24HourMean.raw,pm10ConcMass24HourMean.reportedAccessoryId,pm10ConcMass24HourMean.status,pm10ConcMass24HourMean.value,pm10ConcMass24HourMeanUsEpaAqi.productFamily,pm10ConcMass24HourMeanUsEpaAqi.qcAssessment,pm10ConcMass24HourMeanUsEpaAqi.raw,pm10ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm10ConcMass24HourMeanUsEpaAqi.status,pm10ConcMass24HourMeanUsEpaAqi.value,pm10ConcNum24HourMean.productFamily,pm10ConcNum24HourMean.qcAssessment,pm10ConcNum24HourMean.raw,pm10ConcNum24HourMean.reportedAccessoryId,pm10ConcNum24HourMean.status,pm10ConcNum24HourMean.value,pm1ConcMass24HourMean.productFamily,pm1ConcMass24HourMean.qcAssessment,pm1ConcMass24HourMean.raw,pm1ConcMass24HourMean.reportedAccessoryId,pm1ConcMass24HourMean.status,pm1ConcMass24HourMean.value,pm1ConcNum24HourMean.productFamily,pm1ConcNum24HourMean.qcAssessment,pm1ConcNum24HourMean.raw,pm1ConcNum24HourMean.reportedAccessoryId,pm1ConcNum24HourMean.status,pm1ConcNum24HourMean.value,pm2_5ConcMass24HourMean.productFamily,pm2_5ConcMass24HourMean.qcAssessment,pm2_5ConcMass24HourMean.raw,pm2_5ConcMass24HourMean.reportedAccessoryId,pm2_5ConcMass24HourMean.status,pm2_5ConcMass24HourMean.value,pm2_5ConcMass24HourMeanUsEpaAqi.productFamily,pm2_5ConcMass24HourMeanUsEpaAqi.qcAssessment,pm2_5ConcMass24HourMeanUsEpaAqi.raw,pm2_5ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm2_5ConcMass24HourMeanUsEpaAqi.status,pm2_5ConcMass24HourMeanUsEpaAqi.value,pm2_5ConcNum24HourMean.productFamily,pm2_5ConcNum24HourMean.qcAssessment,pm2_5ConcNum24HourMean.raw,pm2_5ConcNum24HourMean.reportedAccessoryId,pm2_5ConcNum24HourMean.status,pm2_5ConcNum24HourMean.value,relHumidAmbient24HourMean.productFamily,relHumidAmbient24HourMean.qcAssessment,relHumidAmbient24HourMean.raw,relHumidAmbient24HourMean.reportedAccessoryId,relHumidAmbient24HourMean.status,relHumidAmbient24HourMean.value,relHumidInternal24HourMean.productFamily,relHumidInternal24HourMean.qcAssessment,relHumidInternal24HourMean.raw,relHumidInternal24HourMean.reportedAccessoryId,relHumidInternal24HourMean.status,relHumidInternal24HourMean.value,temperatureAmbient24HourMean.productFamily,temperatureAmbient24HourMean.qcAssessment,temperatureAmbient24HourMean.raw,temperatureAmbient24HourMean.reportedAccessoryId,temperatureAmbient24HourMean.status,temperatureAmbient24HourMean.value,temperatureInternal24HourMean.productFamily,temperatureInternal24HourMean.qcAssessment,temperatureInternal24HourMean.raw,temperatureInternal24HourMean.reportedAccessoryId,temperatureInternal24HourMean.status,temperatureInternal24HourMean.value,tspConcMass24HourMean.productFamily,tspConcMass24HourMean.qcAssessment,tspConcMass24HourMean.raw,tspConcMass24HourMean.reportedAccessoryId,tspConcMass24HourMean.status,tspConcMass24HourMean.value,windDirection24HourMean.productFamily,windDirection24HourMean.qcAssessment,windDirection24HourMean.raw,windDirection24HourMean.reportedAccessoryId,windDirection24HourMean.status,windDirection24HourMean.value,windSpeed24HourMean.productFamily,windSpeed24HourMean.qcAssessment,windSpeed24HourMean.raw,windSpeed24HourMean.reportedAccessoryId,windSpeed24HourMean.status,windSpeed24HourMean.value
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-07-08T00:00:00.000+00:00,2024-07-09T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.67,,calibrated-ready,39.11,node,,,,,,node,,,,,,ozone,,,,,,node,valid,9.75,,calibration-missing,,node,valid,8,,calibration-missing,,node,valid,12.2,,sensor-ready,12.2,node,valid,5.57,,calibration-missing,,node,valid,11.69,,sensor-ready,11.69,node,valid,8.83,,calibrated-ready,5.43,node,valid,49,,calibrated-ready,30,node,valid,12.13,,sensor-ready,12.13,wind,,,,,,node,valid,59.37,,sensor-ready,59.37,wind,,,,,,node,valid,29.07,,sensor-ready,29.07,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-07-08T00:00:00.000+00:00,2024-07-09T00:00:00.000+00:00,42.194401,-72.555603,,,1007,,reference-ready,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,reference-ready,6,,,3.14,,reference-ready,3.14,,,9.14,,reference-ready,9.14,,,13.64,,reference-ready,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,,reference-ready,7.28,,,40,,reference-ready,40,,,,,,,,,,,,,,,,,,,,,24.8,,reference-ready,24.8,,,,,,,,,,,,,,,4.09,,reference-ready,4.09,,,1.83,,reference-ready,1.83
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-07-08T00:00:00.000+00:00,2024-07-09T00:00:00.000+00:00,42.452299,-73.239648,,,981,,reference-ready,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,reference-ready,1.83,,,1.33,,reference-ready,1.33,,,2.96,,reference-ready,2.96,,,32.38,,reference-ready,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,reference-ready,6.12,,,34,,reference-ready,34,,,,,,,,,,,,,,,,,,,,,25.5,,reference-ready,25.5,,,,,,,,,,,,,,,215.59,,reference-ready,215.59,,,0.6,,reference-ready,0.6
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-07-08T00:00:00.000+00:00,2024-07-09T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,reference-ready,7.39,,,1.61,,reference-ready,1.61,,,9.13,,reference-ready,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,reference-ready,6.75,,,37,,reference-ready,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.32,,calibrated-ready,31.77,node,,,,,,node,,,,,,ozone,,,,,,node,valid,23.9,,calibration-missing,,node,valid,21,,calibration-missing,,node,valid,33.35,,sensor-ready,33.35,node,valid,16.67,,calibration-missing,,node,valid,32.06,,sensor-ready,32.06,node,valid,22.74,,calibrated-ready,11.36,node,valid,76,,calibrated-ready,55,node,valid,33.28,,sensor-ready,33.28,wind,,,,,,node,valid,64.92,,sensor-ready,64.92,wind,,,,,,node,valid,27.68,,sensor-ready,27.68,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.42,,calibrated-ready,23.5,node,,,,,,node,,,,,,ozone,,,,,,node,valid,25.3,,calibration-missing,,node,valid,23,,calibration-missing,,node,valid,33.61,,sensor-ready,33.61,node,valid,17.85,,calibration-missing,,node,valid,32.36,,sensor-ready,32.36,node,valid,24.03,,calibrated-ready,11.34,node,valid,79,,calibrated-ready,55,node,valid,33.54,,sensor-ready,33.54,wind,,,,,,node,valid,68.92,,sensor-ready,68.92,wind,,,,,,node,valid,26.57,,sensor-ready,26.57,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,20.82,,calibrated-ready,32.7,node,,,,,,node,,,,,,ozone,,,,,,node,valid,26.01,,calibration-missing,,node,valid,24,,calibration-missing,,node,valid,32.21,,sensor-ready,32.21,node,valid,17.63,,calibration-missing,,node,valid,30.9,,sensor-ready,30.9,node,valid,23.13,,calibrated-ready,10.84,node,valid,77,,calibrated-ready,54,node,valid,32.13,,sensor-ready,32.13,wind,,,,,,node,valid,72.81,,sensor-ready,72.81,wind,,,,,,node,valid,25.89,,sensor-ready,25.89,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,17.01,,calibrated-ready,46.07,node,,,,,,node,,,,,,ozone,,,,,,node,valid,33.13,,calibration-missing,,node,valid,31,,calibration-missing,,node,valid,38.25,,sensor-ready,38.25,node,valid,19.5,,calibration-missing,,node,valid,36.88,,sensor-ready,36.88,node,valid,25.88,,calibrated-ready,12.43,node,valid,82,,calibrated-ready,57,node,valid,38.11,,sensor-ready,38.11,wind,,,,,,node,valid,77.81,,sensor-ready,77.81,wind,,,,,,node,valid,24.6,,sensor-ready,24.6,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,17.06,,calibrated-ready,44.13,node,,,,,,node,,,,,,ozone,,,,,,node,valid,21.62,,calibration-missing,,node,valid,19,,calibration-missing,,node,valid,28.6,,sensor-ready,28.6,node,valid,15.42,,calibration-missing,,node,valid,27.53,,sensor-ready,27.53,node,valid,19.78,,calibrated-ready,10.02,node,valid,71,,calibrated-ready,53,node,valid,28.54,,sensor-ready,28.54,wind,,,,,,node,valid,64.01,,sensor-ready,64.01,wind,,,,,,node,valid,28.07,,sensor-ready,28.07,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,3.99,,calibrated-ready,39.16,node,,,,,,node,,,,,,ozone,,,,,,node,valid,27.49,,calibration-missing,,node,valid,25,,calibration-missing,,node,valid,34.37,,sensor-ready,34.37,node,valid,18.33,,calibration-missing,,node,valid,32.86,,sensor-ready,32.86,node,valid,25.97,,calibrated-ready,11.45,node,valid,82,,calibrated-ready,55,node,valid,34.29,,sensor-ready,34.29,wind,,,,,,node,valid,72.95,,sensor-ready,72.95,wind,,,,,,node,valid,24.97,,sensor-ready,24.97,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.17,,calibrated-ready,33.7,node,,,,,,node,,,,,,ozone,,,,,,node,valid,28.41,,calibration-missing,,node,valid,26,,calibration-missing,,node,valid,34.71,,sensor-ready,34.71,node,valid,18.25,,calibration-missing,,node,valid,33.17,,sensor-ready,33.17,node,valid,25.1,,calibrated-ready,11.48,node,valid,81,,calibrated-ready,55,node,valid,34.6,,sensor-ready,34.6,wind,,,,,,node,valid,75.63,,sensor-ready,75.63,wind,,,,,,node,valid,25.35,,sensor-ready,25.35,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,11.87,,calibrated-ready,19.98,node,,,,,,node,,,,,,ozone,,,,,,node,valid,25.44,,calibration-missing,,node,valid,23,,calibration-missing,,node,valid,30.91,,sensor-ready,30.91,node,valid,16.8,,calibration-missing,,node,valid,29.7,,sensor-ready,29.7,node,valid,22.43,,calibrated-ready,10.65,node,valid,76,,calibrated-ready,54,node,valid,30.83,,sensor-ready,30.83,wind,,,,,,node,valid,65.03,,sensor-ready,65.03,wind,,,,,,node,valid,27.58,,sensor-ready,27.58,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.05,,calibrated-ready,30.4,node,,,,,,node,,,,,,ozone,,,,,,node,valid,26.55,,calibration-missing,,node,valid,24,,calibration-missing,,node,valid,34.01,,sensor-ready,34.01,node,valid,16.17,,calibration-missing,,node,valid,32.55,,sensor-ready,32.55,node,valid,24.16,,calibrated-ready,11.49,node,valid,79,,calibrated-ready,55,node,valid,33.85,,sensor-ready,33.85,wind,,,,,,node,valid,66.28,,sensor-ready,66.28,wind,,,,,,node,valid,27.09,,sensor-ready,27.09,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.92,,calibrated-ready,41.7,node,,,,,,node,,,,,,ozone,,,,,,node,valid,20.04,,calibration-missing,,node,valid,19,,calibration-missing,,node,valid,21.5,,sensor-ready,21.5,node,valid,10.86,,calibration-missing,,node,valid,20.33,,sensor-ready,20.33,node,valid,18.3,,calibrated-ready,7.86,node,valid,68,,calibrated-ready,43,node,valid,21.38,,sensor-ready,21.38,wind,,,,,,node,valid,68.7,,sensor-ready,68.7,wind,,,,,,node,valid,28.81,,sensor-ready,28.81,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.194401,-72.555603,,,1003,,reference-ready,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,reference-ready,2.62,,,0,,reference-ready,0,,,2.5,,reference-ready,2.5,,,71.86,,reference-ready,71.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,reference-ready,9.74,,,52,,reference-ready,52,,,,,,,,,,,,,,,,,,,,,29.9,,reference-ready,29.9,,,,,,,,,,,,,,,191.26,,reference-ready,191.26,,,3,,reference-ready,3
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.452299,-73.239648,,,979,,reference-ready,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,reference-ready,2.65,,,1.2,,reference-ready,1.2,,,3.75,,reference-ready,3.75,,,32.57,,reference-ready,32.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,,reference-ready,8.52,,,47,,reference-ready,47,,,,,,,,,,,,,,,,,,,,,25.4,,reference-ready,25.4,,,,,,,,,,,,,,,192.49,,reference-ready,192.49,,,0.87,,reference-ready,0.87
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-07-09T00:00:00.000+00:00,2024-07-10T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,reference-ready,7.81,,,1.48,,reference-ready,1.48,,,9.38,,reference-ready,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,,reference-ready,8.85,,,49,,reference-ready,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.14,,calibrated-ready,34.04,node,,,,,,node,,,,,,ozone,,,,,,node,valid,27.14,,calibration-missing,,node,valid,25,,calibration-missing,,node,valid,36.38,,sensor-ready,36.38,node,valid,17.84,,calibration-missing,,node,valid,34.81,,sensor-ready,34.81,node,valid,25.25,,calibrated-ready,12.18,node,valid,81,,calibrated-ready,57,node,valid,36.3,,sensor-ready,36.3,wind,,,,,,node,valid,66.47,,sensor-ready,66.47,wind,,,,,,node,valid,28.89,,sensor-ready,28.89,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.26,,calibrated-ready,28.28,node,,,,,,node,,,,,,ozone,,,,,,node,valid,28.46,,calibration-missing,,node,valid,26,,calibration-missing,,node,valid,36.26,,sensor-ready,36.26,node,valid,18.88,,calibration-missing,,node,valid,34.68,,sensor-ready,34.68,node,valid,26.28,,calibrated-ready,12.05,node,valid,83,,calibrated-ready,56,node,valid,36.19,,sensor-ready,36.19,wind,,,,,,node,valid,70.65,,sensor-ready,70.65,wind,,,,,,node,valid,28.04,,sensor-ready,28.04,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,12.74,,calibrated-ready,34.1,node,,,,,,node,,,,,,ozone,,,,,,node,valid,29.13,,calibration-missing,,node,valid,27,,calibration-missing,,node,valid,35.55,,sensor-ready,35.55,node,valid,18.88,,calibration-missing,,node,valid,33.98,,sensor-ready,33.98,node,valid,25.61,,calibrated-ready,11.83,node,valid,82,,calibrated-ready,56,node,valid,35.47,,sensor-ready,35.47,wind,,,,,,node,valid,71.46,,sensor-ready,71.46,wind,,,,,,node,valid,27.96,,sensor-ready,27.96,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.78,,calibrated-ready,50.38,node,,,,,,node,,,,,,ozone,,,,,,node,valid,38.04,,calibration-missing,,node,valid,35,,calibration-missing,,node,valid,44.28,,sensor-ready,44.28,node,valid,21.4,,calibration-missing,,node,valid,42.47,,sensor-ready,42.47,node,valid,29.08,,calibrated-ready,14.17,node,valid,88,,calibrated-ready,60,node,valid,44.12,,sensor-ready,44.12,wind,,,,,,node,valid,77.26,,sensor-ready,77.26,wind,,,,,,node,valid,26.39,,sensor-ready,26.39,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,16.93,,calibrated-ready,43.82,node,,,,,,node,,,,,,ozone,,,,,,node,valid,25.81,,calibration-missing,,node,valid,23,,calibration-missing,,node,valid,32.66,,sensor-ready,32.66,node,valid,17.43,,calibration-missing,,node,valid,31.25,,sensor-ready,31.25,node,valid,23.28,,calibrated-ready,11.12,node,valid,77,,calibrated-ready,55,node,valid,32.59,,sensor-ready,32.59,wind,,,,,,node,valid,66.53,,sensor-ready,66.53,wind,,,,,,node,valid,29.08,,sensor-ready,29.08,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.93,,calibrated-ready,43.31,node,,,,,,node,,,,,,ozone,,,,,,node,valid,32.37,,calibration-missing,,node,valid,30,,calibration-missing,,node,valid,39.25,,sensor-ready,39.25,node,valid,19.56,,calibration-missing,,node,valid,37.23,,sensor-ready,37.23,node,valid,28.96,,calibrated-ready,12.84,node,valid,88,,calibrated-ready,58,node,valid,39.15,,sensor-ready,39.15,wind,,,,,,node,valid,73.24,,sensor-ready,73.24,wind,,,,,,node,valid,26.86,,sensor-ready,26.86,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.68,,calibrated-ready,35.45,node,,,,,,node,,,,,,ozone,,,,,,node,valid,31.68,,calibration-missing,,node,valid,29,,calibration-missing,,node,valid,37.93,,sensor-ready,37.93,node,valid,19,,calibration-missing,,node,valid,36.08,,sensor-ready,36.08,node,valid,26.95,,calibrated-ready,12.43,node,valid,84,,calibrated-ready,57,node,valid,37.81,,sensor-ready,37.81,wind,,,,,,node,valid,74.24,,sensor-ready,74.24,wind,,,,,,node,valid,27.54,,sensor-ready,27.54,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.13,,calibrated-ready,24.61,node,,,,,,node,,,,,,ozone,,,,,,node,valid,29.33,,calibration-missing,,node,valid,27,,calibration-missing,,node,valid,34.75,,sensor-ready,34.75,node,valid,18.59,,calibration-missing,,node,valid,33.21,,sensor-ready,33.21,node,valid,25.65,,calibrated-ready,11.72,node,valid,82,,calibrated-ready,56,node,valid,34.66,,sensor-ready,34.66,wind,,,,,,node,valid,66.36,,sensor-ready,66.36,wind,,,,,,node,valid,28.99,,sensor-ready,28.99,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.58,,calibrated-ready,31,node,,,,,,node,,,,,,ozone,,,,,,node,valid,30.7,,calibration-missing,,node,valid,28,,calibration-missing,,node,valid,37.52,,sensor-ready,37.52,node,valid,17.6,,calibration-missing,,node,valid,35.74,,sensor-ready,35.74,node,valid,26.96,,calibrated-ready,12.45,node,valid,84,,calibrated-ready,57,node,valid,37.33,,sensor-ready,37.33,wind,,,,,,node,valid,67.55,,sensor-ready,67.55,wind,,,,,,node,valid,28.62,,sensor-ready,28.62,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.9,,calibrated-ready,38.32,node,,,,,,node,,,,,,ozone,,,,,,node,valid,21.63,,calibration-missing,,node,valid,19,,calibration-missing,,node,valid,21.28,,sensor-ready,21.28,node,valid,10.51,,calibration-missing,,node,valid,19.93,,sensor-ready,19.93,node,valid,19.43,,calibrated-ready,7.62,node,valid,70,,calibrated-ready,42,node,valid,21.13,,sensor-ready,21.13,wind,,,,,,node,valid,75.32,,sensor-ready,75.32,wind,,,,,,node,valid,28.03,,sensor-ready,28.03,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-07-10T00:00:00.000+00:00,2024-07-11T00:00:00.000+00:00,42.194401,-72.555603,,,1002,,reference-ready,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,reference-ready,3.58,,,0.08,,reference-ready,0.08,,,3.71,,reference-ready,3.71,,,37.59,,reference-ready,37.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,,reference-ready,8.03,,,44,,reference-ready,44,,,,,,,,,,,,,,,,,,,,,27.2,,reference-ready,27.2,,,,,,,,,,,,,,,185.67,,reference-ready,185.67,,,2.88,,reference-ready,2.88
