datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure24HourMean.productFamily,atmPressure24HourMean.qcAssessment,atmPressure24HourMean.raw,atmPressure24HourMean.reportedAccessoryId,atmPressure24HourMean.status,atmPressure24HourMean.value,bcAllSources24HourMean.productFamily,bcAllSources24HourMean.qcAssessment,bcAllSources24HourMean.raw,bcAllSources24HourMean.reportedAccessoryId,bcAllSources24HourMean.status,bcAllSources24HourMean.value,bcBiomass24HourMean.productFamily,bcBiomass24HourMean.qcAssessment,bcBiomass24HourMean.raw,bcBiomass24HourMean.reportedAccessoryId,bcBiomass24HourMean.status,bcBiomass24HourMean.value,bcFossilFuel24HourMean.productFamily,bcFossilFuel24HourMean.qcAssessment,bcFossilFuel24HourMean.raw,bcFossilFuel24HourMean.reportedAccessoryId,bcFossilFuel24HourMean.status,bcFossilFuel24HourMean.value,co2Conc24HourMean.productFamily,co2Conc24HourMean.qcAssessment,co2Conc24HourMean.raw,co2Conc24HourMean.reportedAccessoryId,co2Conc24HourMean.status,co2Conc24HourMean.value,coConc24HourMean.productFamily,coConc24HourMean.qcAssessment,coConc24HourMean.raw,coConc24HourMean.reportedAccessoryId,coConc24HourMean.status,coConc24HourMean.value,no2Conc24HourMean.productFamily,no2Conc24HourMean.qcAssessment,no2Conc24HourMean.raw,no2Conc24HourMean.reportedAccessoryId,no2Conc24HourMean.status,no2Conc24HourMean.value,noConc24HourMean.productFamily,noConc24HourMean.qcAssessment,noConc24HourMean.raw,noConc24HourMean.reportedAccessoryId,noConc24HourMean.status,noConc24HourMean.value,noxConc24HourMean.productFamily,noxConc24HourMean.qcAssessment,noxConc24HourMean.raw,noxConc24HourMean.reportedAccessoryId,noxConc24HourMean.status,noxConc24HourMean.value,o3Conc24HourMean.productFamily,o3Conc24HourMean.qcAssessment,o3Conc24HourMean.raw,o3Conc24HourMean.reportedAccessoryId,o3Conc24HourMean.status,o3Conc24HourMean.value,pm10ConcMass24HourMean.productFamily,pm10ConcMass24HourMean.qcAssessment,pm10ConcMass24HourMean.raw,pm10ConcMass24HourMean.reportedAccessoryId,pm10ConcMass24HourMean.status,pm10ConcMass24HourMean.value,pm10ConcMass24HourMeanUsEpaAqi.productFamily,pm10ConcMass24HourMeanUsEpaAqi.qcAssessment,pm10ConcMass24HourMeanUsEpaAqi.raw,pm10ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm10ConcMass24HourMeanUsEpaAqi.status,pm10ConcMass24HourMeanUsEpaAqi.value,pm10ConcNum24HourMean.productFamily,pm10ConcNum24HourMean.qcAssessment,pm10ConcNum24HourMean.raw,pm10ConcNum24HourMean.reportedAccessoryId,pm10ConcNum24HourMean.status,pm10ConcNum24HourMean.value,pm1ConcMass24HourMean.productFamily,pm1ConcMass24HourMean.qcAssessment,pm1ConcMass24HourMean.raw,pm1ConcMass24HourMean.reportedAccessoryId,pm1ConcMass24HourMean.status,pm1ConcMass24HourMean.value,pm1ConcNum24HourMean.productFamily,pm1ConcNum24HourMean.qcAssessment,pm1ConcNum24HourMean.raw,pm1ConcNum24HourMean.reportedAccessoryId,pm1ConcNum24HourMean.status,pm1ConcNum24HourMean.value,pm2_5ConcMass24HourMean.productFamily,pm2_5ConcMass24HourMean.qcAssessment,pm2_5ConcMass24HourMean.raw,pm2_5ConcMass24HourMean.reportedAccessoryId,pm2_5ConcMass24HourMean.status,pm2_5ConcMass24HourMean.value,pm2_5ConcMass24HourMeanUsEpaAqi.productFamily,pm2_5ConcMass24HourMeanUsEpaAqi.qcAssessment,pm2_5ConcMass24HourMeanUsEpaAqi.raw,pm2_5ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm2_5ConcMass24HourMeanUsEpaAqi.status,pm2_5ConcMass24HourMeanUsEpaAqi.value,pm2_5ConcNum24HourMean.productFamily,pm2_5ConcNum24HourMean.qcAssessment,pm2_5ConcNum24HourMean.raw,pm2_5ConcNum24HourMean.reportedAccessoryId,pm2_5ConcNum24HourMean.status,pm2_5ConcNum24HourMean.value,relHumidAmbient24HourMean.productFamily,relHumidAmbient24HourMean.qcAssessment,relHumidAmbient24HourMean.raw,relHumidAmbient24HourMean.reportedAccessoryId,relHumidAmbient24HourMean.status,relHumidAmbient24HourMean.value,relHumidInternal24HourMean.productFamily,relHumidInternal24HourMean.qcAssessment,relHumidInternal24HourMean.raw,relHumidInternal24HourMean.reportedAccessoryId,relHumidInternal24HourMean.status,relHumidInternal24HourMean.value,temperatureAmbient24HourMean.productFamily,temperatureAmbient24HourMean.qcAssessment,temperatureAmbient24HourMean.raw,temperatureAmbient24HourMean.reportedAccessoryId,temperatureAmbient24HourMean.status,temperatureAmbient24HourMean.value,temperatureInternal24HourMean.productFamily,temperatureInternal24HourMean.qcAssessment,temperatureInternal24HourMean.raw,temperatureInternal24HourMean.reportedAccessoryId,temperatureInternal24HourMean.status,temperatureInternal24HourMean.value,tspConcMass24HourMean.productFamily,tspConcMass24HourMean.qcAssessment,tspConcMass24HourMean.raw,tspConcMass24HourMean.reportedAccessoryId,tspConcMass24HourMean.status,tspConcMass24HourMean.value,windDirection24HourMean.productFamily,windDirection24HourMean.qcAssessment,windDirection24HourMean.raw,windDirection24HourMean.reportedAccessoryId,windDirection24HourMean.status,windDirection24HourMean.value,windSpeed24HourMean.productFamily,windSpeed24HourMean.qcAssessment,windSpeed24HourMean.raw,windSpeed24HourMean.reportedAccessoryId,windSpeed24HourMean.status,windSpeed24HourMean.value
DYJIY3756,AK639KKR,CLARITY_NODE,day,2025-08-31T00:00:00.000+00:00,2025-09-01T00:00:00.000+00:00,42.46656678,-73.24792415,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.88,,calibrated-ready,14.62,node,,,,,,node,,,,,,ozone,,,,,,node,valid,7.91,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,7.88,,sensor-ready,7.88,node,valid,3.81,,calibration-missing,,node,valid,7.56,,sensor-ready,7.56,node,valid,5.75,,calibrated-ready,4.11,node,valid,32,,calibrated-ready,23,node,valid,7.82,,sensor-ready,7.82,wind,,,,,,node,valid,63.01,,sensor-ready,63.01,wind,,,,,,node,valid,17.29,,sensor-ready,17.29,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2025-08-31T00:00:00.000+00:00,2025-09-01T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.04,,calibrated-ready,25.83,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.99,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,5.49,,sensor-ready,5.49,node,valid,2.11,,calibration-missing,,node,valid,5.24,,sensor-ready,5.24,node,valid,4.24,,calibrated-ready,3.65,node,valid,23,,calibrated-ready,20,node,valid,5.44,,sensor-ready,5.44,wind,,,,,,node,valid,53.88,,sensor-ready,53.88,wind,,,,,,node,valid,20.15,,sensor-ready,20.15,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2025-08-31T00:00:00.000+00:00,2025-09-01T00:00:00.000+00:00,42.194401,-72.555603,,,1013,,reference-ready,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,reference-ready,1.42,,,0.08,,reference-ready,0.08,,,1.58,,reference-ready,1.58,,,21.71,,reference-ready,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,reference-ready,2.94,,,16,,reference-ready,16,,,,,,,,,,,,,,,,,,,,,17.9,,reference-ready,17.9,,,,,,,,,,,,,,,352.5,,reference-ready,352.5,,,1.01,,reference-ready,1.01
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2025-08-31T00:00:00.000+00:00,2025-09-01T00:00:00.000+00:00,42.452299,-73.239648,,,985,,reference-ready,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,,reference-ready,2.88,,,1.29,,reference-ready,1.29,,,4.29,,reference-ready,4.29,,,21.21,,reference-ready,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,,reference-ready,3.74,,,21,,reference-ready,21,,,,,,,,,,,,,,,,,,,,,16.4,,reference-ready,16.4,,,,,,,,,,,,,,,3.65,,reference-ready,3.65,,,0.7,,reference-ready,0.7
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2025-08-31T00:00:00.000+00:00,2025-09-01T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,reference-ready,4.75,,,2.5,,reference-ready,2.5,,,7.29,,reference-ready,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,,reference-ready,4.55,,,25,,reference-ready,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.07,,calibrated-ready,27.29,node,,,,,,node,,,,,,ozone,,,,,,node,valid,12.1,,calibration-missing,,node,valid,11,,calibration-missing,,node,valid,16.91,,sensor-ready,16.91,node,valid,8.03,,calibration-missing,,node,valid,16.35,,sensor-ready,16.35,node,valid,11.54,,calibrated-ready,6.79,node,valid,55,,calibrated-ready,37,node,valid,16.85,,sensor-ready,16.85,wind,,,,,,node,valid,59.18,,sensor-ready,59.18,wind,,,,,,node,valid,18.9,,sensor-ready,18.9,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,6.66,,calibrated-ready,16.28,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,6.5,,sensor-ready,6.5,node,valid,2.47,,calibration-missing,,node,valid,6.27,,sensor-ready,6.27,node,valid,4.5,,calibrated-ready,3.69,node,valid,25,,calibrated-ready,20,node,valid,6.45,,sensor-ready,6.45,wind,,,,,,node,valid,63.96,,sensor-ready,63.96,wind,,,,,,node,valid,18.17,,sensor-ready,18.17,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,17.66,,calibrated-ready,25.84,node,,,,,,node,,,,,,ozone,,,,,,node,invalid,3882.09,,calibration-missing,,node,invalid,4144,,calibration-missing,,node,invalid,10.18,,sensor-ready,10.18,node,invalid,3882.09,,calibration-missing,,node,invalid,10.04,,sensor-ready,10.04,node,invalid,3882.09,,calibrated-ready,4.52,node,invalid,7585,,calibrated-ready,25,node,invalid,10.18,,sensor-ready,10.18,wind,,,,,,node,valid,74.18,,sensor-ready,74.18,wind,,,,,,node,valid,15.74,,sensor-ready,15.74,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,15.45,,calibrated-ready,29.77,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8.64,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,10.11,,sensor-ready,10.11,node,valid,5.08,,calibration-missing,,node,valid,9.75,,sensor-ready,9.75,node,valid,6.92,,calibrated-ready,4.81,node,valid,38,,calibrated-ready,27,node,valid,10.06,,sensor-ready,10.06,wind,,,,,,node,valid,60.36,,sensor-ready,60.36,wind,,,,,,node,valid,18.53,,sensor-ready,18.53,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,,,,,,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5.94,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,7.7,,sensor-ready,7.7,node,valid,3.39,,calibration-missing,,node,valid,7.42,,sensor-ready,7.42,node,valid,5.62,,calibration-error,,node,valid,31,,calibration-error,,node,valid,7.66,,sensor-ready,7.66,wind,,,,,,node,,,,,,wind,,,,,,node,,,,,,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.71,,calibrated-ready,20.37,node,,,,,,node,,,,,,ozone,,,,,,node,valid,13.71,,calibration-missing,,node,valid,12,,calibration-missing,,node,valid,14.72,,sensor-ready,14.72,node,valid,7.98,,calibration-missing,,node,valid,14.16,,sensor-ready,14.16,node,valid,10.99,,calibrated-ready,5.83,node,valid,54,,calibrated-ready,32,node,valid,14.64,,sensor-ready,14.64,wind,,,,,,node,valid,72.79,,sensor-ready,72.79,wind,,,,,,node,valid,15.98,,sensor-ready,15.98,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.2,,calibrated-ready,14.21,node,,,,,,node,,,,,,ozone,,,,,,node,valid,9.95,,calibration-missing,,node,valid,8,,calibration-missing,,node,valid,8.17,,sensor-ready,8.17,node,valid,3.71,,calibration-missing,,node,valid,7.83,,sensor-ready,7.83,node,valid,5.71,,calibrated-ready,4.27,node,valid,32,,calibrated-ready,23,node,valid,8.09,,sensor-ready,8.09,wind,,,,,,node,valid,59.3,,sensor-ready,59.3,wind,,,,,,node,valid,19.14,,sensor-ready,19.14,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,7.01,,calibrated-ready,24.11,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5.93,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,7.07,,sensor-ready,7.07,node,valid,1.87,,calibration-missing,,node,valid,6.73,,sensor-ready,6.73,node,valid,4.65,,calibrated-ready,3.9,node,valid,26,,calibrated-ready,22,node,valid,6.97,,sensor-ready,6.97,wind,,,,,,node,valid,61.47,,sensor-ready,61.47,wind,,,,,,node,valid,18.2,,sensor-ready,18.2,node,,,,,,wind,,,,,,wind,,,,,
DYJIY3756,AK639KKR,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.46656678,-73.24792415,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,23.27,,calibrated-ready,17.55,node,,,,,,node,,,,,,ozone,,,,,,node,invalid,3292.73,,calibration-missing,,node,invalid,3488,,calibration-missing,,node,invalid,4.55,,sensor-ready,4.55,node,invalid,3290.59,,calibration-missing,,node,invalid,4.36,,sensor-ready,4.36,node,invalid,3291.82,,calibrated-ready,2.98,node,invalid,6409,,calibrated-ready,16,node,invalid,4.53,,sensor-ready,4.53,wind,,,,,,node,valid,70.71,,sensor-ready,70.71,wind,,,,,,node,valid,16.58,,sensor-ready,16.58,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,20.1,,calibrated-ready,28.03,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8.98,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,9.49,,sensor-ready,9.49,node,valid,4.67,,calibration-missing,,node,valid,9.07,,sensor-ready,9.07,node,valid,7.93,,calibrated-ready,4.5,node,valid,44,,calibrated-ready,25,node,valid,9.43,,sensor-ready,9.43,wind,,,,,,node,valid,66.07,,sensor-ready,66.07,wind,,,,,,node,valid,19.35,,sensor-ready,19.35,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.194401,-72.555603,,,1015,,reference-ready,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,reference-ready,2.54,,,0.25,,reference-ready,0.25,,,2.88,,reference-ready,2.88,,,17.46,,reference-ready,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,reference-ready,4.09,,,22,,reference-ready,22,,,,,,,,,,,,,,,,,,,,,17.4,,reference-ready,17.4,,,,,,,,,,,,,,,4,,reference-ready,4,,,1.05,,reference-ready,1.05
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.452299,-73.239648,,,988,,reference-ready,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,reference-ready,3.17,,,1.5,,reference-ready,1.5,,,4.71,,reference-ready,4.71,,,15.33,,reference-ready,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,,reference-ready,6.04,,,33,,reference-ready,33,,,,,,,,,,,,,,,,,,,,,16,,reference-ready,16,,,,,,,,,,,,,,,76.1,,reference-ready,76.1,,,0.53,,reference-ready,0.53
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2025-09-01T00:00:00.000+00:00,2025-09-02T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,,reference-ready,6.88,,,2.75,,reference-ready,2.75,,,9.62,,reference-ready,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,,reference-ready,6.16,,,34,,reference-ready,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.39,,calibrated-ready,27.19,node,,,,,,node,,,,,,ozone,,,,,,node,valid,9.12,,calibration-missing,,node,valid,8,,calibration-missing,,node,valid,13.19,,sensor-ready,13.19,node,valid,5.85,,calibration-missing,,node,valid,12.72,,sensor-ready,12.72,node,valid,8.77,,calibrated-ready,5.74,node,valid,48,,calibrated-ready,32,node,valid,13.13,,sensor-ready,13.13,wind,,,,,,node,valid,58.32,,sensor-ready,58.32,wind,,,,,,node,valid,20.88,,sensor-ready,20.88,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,3.62,,calibrated-ready,19.9,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.85,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,6.22,,sensor-ready,6.22,node,valid,2.35,,calibration-missing,,node,valid,5.99,,sensor-ready,5.99,node,valid,4.4,,calibrated-ready,3.67,node,valid,24,,calibrated-ready,20,node,valid,6.18,,sensor-ready,6.18,wind,,,,,,node,valid,61.69,,sensor-ready,61.69,wind,,,,,,node,valid,20.49,,sensor-ready,20.49,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,12.82,,calibrated-ready,29.24,node,,,,,,node,,,,,,ozone,,,,,,node,invalid,3763.73,,calibration-missing,,node,invalid,4012,,calibration-missing,,node,invalid,12.21,,sensor-ready,12.21,node,invalid,3763.73,,calibration-missing,,node,invalid,12.01,,sensor-ready,12.01,node,invalid,3763.73,,calibrated-ready,5.19,node,invalid,7349,,calibrated-ready,28,node,invalid,12.19,,sensor-ready,12.19,wind,,,,,,node,valid,70.17,,sensor-ready,70.17,wind,,,,,,node,valid,17.62,,sensor-ready,17.62,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.27,,calibrated-ready,23.9,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,9.54,,sensor-ready,9.54,node,valid,4.66,,calibration-missing,,node,valid,9.18,,sensor-ready,9.18,node,valid,6.46,,calibrated-ready,4.68,node,valid,36,,calibrated-ready,26,node,valid,9.5,,sensor-ready,9.5,wind,,,,,,node,valid,59.33,,sensor-ready,59.33,wind,,,,,,node,valid,20.55,,sensor-ready,20.55,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,,,,,,node,,,,,,node,,,,,,ozone,,,,,,node,valid,9.06,,calibration-missing,,node,valid,8,,calibration-missing,,node,valid,10.27,,sensor-ready,10.27,node,valid,5.25,,calibration-missing,,node,valid,9.84,,sensor-ready,9.84,node,valid,8.49,,calibration-error,,node,valid,47,,calibration-error,,node,valid,10.22,,sensor-ready,10.22,wind,,,,,,node,,,,,,wind,,,,,,node,,,,,,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,6.72,,calibrated-ready,17.34,node,,,,,,node,,,,,,ozone,,,,,,node,valid,12.88,,calibration-missing,,node,valid,11,,calibration-missing,,node,valid,13.76,,sensor-ready,13.76,node,valid,7.3,,calibration-missing,,node,valid,13.18,,sensor-ready,13.18,node,valid,10.38,,calibrated-ready,5.62,node,valid,53,,calibrated-ready,31,node,valid,13.68,,sensor-ready,13.68,wind,,,,,,node,valid,69.97,,sensor-ready,69.97,wind,,,,,,node,valid,17.55,,sensor-ready,17.55,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.17,,calibrated-ready,14.58,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.72,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,5.75,,sensor-ready,5.75,node,valid,1.95,,calibration-missing,,node,valid,5.5,,sensor-ready,5.5,node,valid,3.35,,calibrated-ready,3.63,node,valid,18,,calibrated-ready,20,node,valid,5.69,,sensor-ready,5.69,wind,,,,,,node,valid,57.59,,sensor-ready,57.59,wind,,,,,,node,valid,21.71,,sensor-ready,21.71,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.61,,calibrated-ready,21.92,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.85,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,5.8,,sensor-ready,5.8,node,valid,1.29,,calibration-missing,,node,valid,5.5,,sensor-ready,5.5,node,valid,3.79,,calibrated-ready,3.56,node,valid,21,,calibrated-ready,19,node,valid,5.71,,sensor-ready,5.71,wind,,,,,,node,valid,60.9,,sensor-ready,60.9,wind,,,,,,node,valid,20.3,,sensor-ready,20.3,node,,,,,,wind,,,,,,wind,,,,,
DYJIY3756,AK639KKR,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.46656678,-73.24792415,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.78,,calibrated-ready,17.51,node,,,,,,node,,,,,,ozone,,,,,,node,invalid,3851.37,,calibration-missing,,node,invalid,4110,,calibration-missing,,node,invalid,0,,sensor-ready,0,node,invalid,3851.37,,calibration-missing,,node,invalid,0,,sensor-ready,0,node,invalid,3851.37,,calibrated-ready,1.79,node,invalid,7524,,calibrated-ready,9,node,invalid,0,,sensor-ready,0,wind,,,,,,node,valid,66.42,,sensor-ready,66.42,wind,,,,,,node,valid,19.22,,sensor-ready,19.22,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2025-09-02T00:00:00.000+00:00,2025-09-03T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.55,,calibrated-ready,28.93,node,,,,,,node,,,,,,ozone,,,,,,node,valid,11.71,,calibration-missing,,node,valid,10,,calibration-missing,,node,valid,11.21,,sensor-ready,11.21,node,valid,5.87,,calibration-missing,,node,valid,10.66,,sensor-ready,10.66,node,valid,10.2,,calibrated-ready,5.05,node,valid,53,,calibrated-ready,28,node,valid,11.13,,sensor-ready,11.13,wind,,,,,,node,valid,63.14,,sensor-ready,63.14,wind,,,,,,node,valid,20.8,,sensor-ready,20.8,node,,,,,,wind,,,,,,wind,,,,,
