datasourceId,sourceId,sourceType,StartOfPeriod,endOfPeriod,locationLatitude,locationLongitude,no2Conc1HourMean.qcAssessment,no2Conc1HourMean.status,no2Conc1HourMean.value,pm10ConcMass1HourMean.qcAssessment,pm10ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.qcAssessment,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;01;20,2024;04;01;21,42.42171656,-73.20349336,valid,calibrated-ready,20.52,valid,4.76,valid,calibrated-ready,4
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;01;20,2024;04;01;21,42.45301464,-73.26174029,valid,calibrated-ready,9.29,valid,4.54,valid,calibrated-ready,3.79
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;01;20,2024;04;01;21,42.45658,-73.2441,valid,calibrated-ready,11.82,valid,4.74,valid,calibrated-ready,3.64
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;01;20,2024;04;01;21,42.44963,-73.25216,valid,calibrated-ready,10.52,valid,5.6,valid,calibrated-ready,4
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.45179,-73.25484,valid,calibrated-ready,22.28,valid,3.94,valid,calibrated-ready,4.21
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.46803,-73.20072,valid,calibrated-ready,12.58,valid,5.01,valid,calibrated-ready,4.12
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.42506,-73.22515,valid,calibrated-ready,7.71,valid,4.85,valid,calibrated-ready,3.87
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.42689,-73.28892,valid,calibrated-ready,13.69,valid,7.74,valid,calibrated-ready,3.69
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.45855,-73.22086,valid,calibrated-ready,9.76,valid,5.05,valid,calibrated-ready,3.92
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.42171656,-73.20349336,valid,calibrated-ready,19.03,valid,4.17,valid,calibrated-ready,4.02
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.45301464,-73.26174029,valid,calibrated-ready,10.45,valid,5.27,valid,calibrated-ready,3.88
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.45658,-73.2441,valid,calibrated-ready,10,valid,6.9,valid,calibrated-ready,4.22
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;01;21,2024;04;01;22,42.44963,-73.25216,valid,calibrated-ready,10.19,valid,5.45,valid,calibrated-ready,4.17
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.45179,-73.25484,valid,calibrated-ready,20.27,valid,3.95,valid,calibrated-ready,4.16
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.46803,-73.20072,valid,calibrated-ready,14.15,valid,5.55,valid,calibrated-ready,4.3
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.42506,-73.22515,valid,calibrated-ready,8.7,valid,4.63,valid,calibrated-ready,3.75
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.42689,-73.28892,valid,calibrated-ready,13.18,valid,7.67,valid,calibrated-ready,3.66
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.45855,-73.22086,valid,calibrated-ready,10.59,valid,5.88,valid,calibrated-ready,4.05
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.42171656,-73.20349336,valid,calibrated-ready,17.24,valid,4.35,valid,calibrated-ready,3.93
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.45301464,-73.26174029,valid,calibrated-ready,10.83,valid,5.14,valid,calibrated-ready,3.9
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.45658,-73.2441,valid,calibrated-ready,10.09,valid,8.44,valid,calibrated-ready,4.35
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;01;22,2024;04;01;23,42.44963,-73.25216,valid,calibrated-ready,10.24,valid,5.13,valid,calibrated-ready,4
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.45179,-73.25484,valid,calibrated-ready,20.07,valid,5.32,valid,calibrated-ready,4.5
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.46803,-73.20072,valid,calibrated-ready,13.65,valid,8.49,valid,calibrated-ready,4.62
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.42506,-73.22515,valid,calibrated-ready,8.43,valid,6.25,valid,calibrated-ready,3.75
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.42689,-73.28892,valid,calibrated-ready,9.89,valid,11.67,valid,calibrated-ready,4.02
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.45855,-73.22086,valid,calibrated-ready,14.17,valid,10.63,valid,calibrated-ready,4.84
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.42171656,-73.20349336,valid,calibrated-ready,13.71,valid,4.86,valid,calibrated-ready,3.77
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.45301464,-73.26174029,valid,calibrated-ready,15.01,valid,14.69,valid,calibrated-ready,5.88
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.45658,-73.2441,valid,calibrated-ready,10.39,valid,39.05,valid,calibrated-ready,8.49
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;01;23,2024;04;02;00,42.44963,-73.25216,valid,calibrated-ready,12.69,valid,6.17,valid,calibrated-ready,4.13
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.45179,-73.25484,valid,calibrated-ready,22.8,valid,11.19,valid,calibrated-ready,6.02
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.46803,-73.20072,valid,calibrated-ready,15.51,valid,11.53,valid,calibrated-ready,5.02
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.42506,-73.22515,valid,calibrated-ready,10.22,valid,6.17,valid,calibrated-ready,3.53
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.42689,-73.28892,valid,calibrated-ready,7.77,valid,11.87,valid,calibrated-ready,3.98
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.45855,-73.22086,valid,calibrated-ready,16.74,valid,12.54,valid,calibrated-ready,5.16
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.42171656,-73.20349336,valid,calibrated-ready,10.69,valid,5.67,valid,calibrated-ready,3.69
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.45301464,-73.26174029,valid,calibrated-ready,21.11,valid,7.41,valid,calibrated-ready,3.87
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.45658,-73.2441,valid,calibrated-ready,18.76,valid,24.36,valid,calibrated-ready,6.87
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;00,2024;04;02;01,42.44963,-73.25216,valid,calibrated-ready,20.6,valid,12.6,valid,calibrated-ready,5.18
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.45179,-73.25484,valid,calibrated-ready,21.13,valid,15.15,valid,calibrated-ready,6.81
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.46803,-73.20072,valid,calibrated-ready,13.05,valid,10.18,valid,calibrated-ready,4.58
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.42506,-73.22515,valid,calibrated-ready,11.36,valid,6.74,valid,calibrated-ready,3.39
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.42689,-73.28892,valid,calibrated-ready,8.16,valid,15.73,valid,calibrated-ready,4.11
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.45855,-73.22086,valid,calibrated-ready,19.6,valid,20.32,valid,calibrated-ready,6.19
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.42171656,-73.20349336,valid,calibrated-ready,11.78,valid,6.87,valid,calibrated-ready,3.65
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.45301464,-73.26174029,valid,calibrated-ready,23.22,valid,11.02,valid,calibrated-ready,4.33
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.45658,-73.2441,valid,calibrated-ready,19.48,valid,26.61,valid,calibrated-ready,7.18
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;01,2024;04;02;02,42.44963,-73.25216,valid,calibrated-ready,24.08,valid,17.37,valid,calibrated-ready,6.4
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.45179,-73.25484,valid,calibrated-ready,14.63,valid,14.77,valid,calibrated-ready,6.44
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.46803,-73.20072,valid,calibrated-ready,11.78,valid,15.47,valid,calibrated-ready,5.25
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.42506,-73.22515,valid,calibrated-ready,11.73,valid,8.5,valid,calibrated-ready,3.47
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.42689,-73.28892,valid,calibrated-ready,9.15,valid,15.63,valid,calibrated-ready,3.74
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.45855,-73.22086,valid,calibrated-ready,21.88,valid,23.57,valid,calibrated-ready,6.42
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.42171656,-73.20349336,valid,calibrated-ready,10.82,valid,7.7,valid,calibrated-ready,3.5
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.45301464,-73.26174029,valid,calibrated-ready,26.05,valid,21.47,valid,calibrated-ready,5.8
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.45658,-73.2441,valid,calibrated-ready,18.72,valid,30.81,valid,calibrated-ready,7.09
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;02,2024;04;02;03,42.44963,-73.25216,valid,calibrated-ready,29.08,valid,19.29,valid,calibrated-ready,6.38
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.45179,-73.25484,valid,calibrated-ready,13.96,valid,26.81,valid,calibrated-ready,8.45
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.46803,-73.20072,valid,calibrated-ready,11.97,valid,32.74,valid,calibrated-ready,7.88
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.42506,-73.22515,valid,calibrated-ready,12.67,valid,9.19,valid,calibrated-ready,3.49
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.42689,-73.28892,valid,calibrated-ready,11.34,valid,27.77,valid,calibrated-ready,5.46
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.45855,-73.22086,valid,calibrated-ready,19.45,valid,17.19,valid,calibrated-ready,5.3
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.42171656,-73.20349336,valid,calibrated-ready,11.91,valid,11.15,valid,calibrated-ready,3.92
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.45301464,-73.26174029,valid,calibrated-ready,28.62,valid,33.88,valid,calibrated-ready,7.76
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.45658,-73.2441,valid,calibrated-ready,19.87,valid,28.92,valid,calibrated-ready,6.69
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;03,2024;04;02;04,42.44963,-73.25216,valid,calibrated-ready,24.63,valid,26.28,valid,calibrated-ready,7.51
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.45179,-73.25484,valid,calibrated-ready,18.29,valid,26.41,valid,calibrated-ready,8.31
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.46803,-73.20072,valid,calibrated-ready,13.56,valid,20.42,valid,calibrated-ready,5.76
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.42506,-73.22515,valid,calibrated-ready,13.51,valid,10.16,valid,calibrated-ready,3.64
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.42689,-73.28892,valid,calibrated-ready,13.15,valid,23.81,valid,calibrated-ready,4.69
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.45855,-73.22086,valid,calibrated-ready,23.46,valid,18.09,valid,calibrated-ready,5.33
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.42171656,-73.20349336,valid,calibrated-ready,12.29,valid,7.95,valid,calibrated-ready,3.52
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.45301464,-73.26174029,valid,calibrated-ready,28.29,valid,32.92,valid,calibrated-ready,7.47
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.45658,-73.2441,valid,calibrated-ready,21.58,valid,35.53,valid,calibrated-ready,7.13
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;04,2024;04;02;05,42.44963,-73.25216,valid,calibrated-ready,32.43,valid,31.78,valid,calibrated-ready,8.11
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.45179,-73.25484,valid,calibrated-ready,18.97,valid,27.47,valid,calibrated-ready,8.4
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.46803,-73.20072,valid,calibrated-ready,13.17,valid,23.31,valid,calibrated-ready,6.13
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.42506,-73.22515,valid,calibrated-ready,14.61,valid,11.42,valid,calibrated-ready,3.53
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.42689,-73.28892,valid,calibrated-ready,21.26,valid,41.58,valid,calibrated-ready,6.31
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.45855,-73.22086,valid,calibrated-ready,21.13,valid,16.55,valid,calibrated-ready,4.89
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.42171656,-73.20349336,valid,calibrated-ready,13.82,valid,9.37,valid,calibrated-ready,3.58
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.45301464,-73.26174029,valid,calibrated-ready,29,valid,41.09,valid,calibrated-ready,8.16
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.45658,-73.2441,valid,calibrated-ready,19.93,valid,32.85,valid,calibrated-ready,6.73
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;05,2024;04;02;06,42.44963,-73.25216,valid,calibrated-ready,28.24,valid,26.18,valid,calibrated-ready,6.66
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.45179,-73.25484,valid,calibrated-ready,17.72,valid,30.37,valid,calibrated-ready,8.61
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.46803,-73.20072,valid,calibrated-ready,14.78,valid,22.9,valid,calibrated-ready,6
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.42506,-73.22515,valid,calibrated-ready,14.96,valid,12.32,valid,calibrated-ready,3.7
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.42689,-73.28892,valid,calibrated-ready,18.66,valid,41.21,valid,calibrated-ready,6.41
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.45855,-73.22086,valid,calibrated-ready,20.37,valid,18.21,valid,calibrated-ready,5.19
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.42171656,-73.20349336,valid,calibrated-ready,15.06,valid,11.22,valid,calibrated-ready,3.64
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.45301464,-73.26174029,valid,calibrated-ready,28.22,valid,39.84,valid,calibrated-ready,7.64
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.45658,-73.2441,valid,calibrated-ready,18.8,valid,34.24,valid,calibrated-ready,6.55
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;06,2024;04;02;07,42.44963,-73.25216,valid,calibrated-ready,27.05,valid,28.71,valid,calibrated-ready,6.89
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.45179,-73.25484,valid,calibrated-ready,14.9,valid,21.91,valid,calibrated-ready,6.87
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.46803,-73.20072,valid,calibrated-ready,13.5,valid,18.92,valid,calibrated-ready,5.37
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.42506,-73.22515,valid,calibrated-ready,16.11,valid,12.51,valid,calibrated-ready,3.71
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.42689,-73.28892,valid,calibrated-ready,14.91,valid,31.03,valid,calibrated-ready,5.09
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.45855,-73.22086,valid,calibrated-ready,24.48,valid,27.51,valid,calibrated-ready,5.77
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.42171656,-73.20349336,valid,calibrated-ready,16.9,valid,15.32,valid,calibrated-ready,3.96
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.45301464,-73.26174029,valid,calibrated-ready,27.94,valid,33.31,valid,calibrated-ready,6.91
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.45658,-73.2441,valid,calibrated-ready,18.5,valid,29.71,valid,calibrated-ready,5.49
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;07,2024;04;02;08,42.44963,-73.25216,valid,calibrated-ready,22.38,valid,21.13,valid,calibrated-ready,5.51
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.45179,-73.25484,valid,calibrated-ready,16.14,valid,19.3,valid,calibrated-ready,6.25
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.46803,-73.20072,valid,calibrated-ready,13.24,valid,17.04,valid,calibrated-ready,5.1
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.42506,-73.22515,valid,calibrated-ready,17.27,valid,13.85,valid,calibrated-ready,3.74
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.42689,-73.28892,valid,calibrated-ready,16.77,valid,21.82,valid,calibrated-ready,4.28
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.45855,-73.22086,valid,calibrated-ready,25.21,valid,21.24,valid,calibrated-ready,5.27
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.42171656,-73.20349336,valid,calibrated-ready,17.05,valid,14.46,valid,calibrated-ready,4.28
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.45301464,-73.26174029,valid,calibrated-ready,27.64,valid,29.37,valid,calibrated-ready,6.15
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.45658,-73.2441,valid,calibrated-ready,17.17,valid,22.42,valid,calibrated-ready,4.87
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;08,2024;04;02;09,42.44963,-73.25216,valid,calibrated-ready,26.93,valid,19.13,valid,calibrated-ready,5.48
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.45179,-73.25484,valid,calibrated-ready,21.49,valid,17.9,valid,calibrated-ready,5.97
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.46803,-73.20072,valid,calibrated-ready,16.17,valid,11.89,valid,calibrated-ready,4.29
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.42506,-73.22515,valid,calibrated-ready,16.39,valid,13.22,valid,calibrated-ready,3.65
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.42689,-73.28892,valid,calibrated-ready,18.7,valid,17.23,valid,calibrated-ready,3.91
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.45855,-73.22086,valid,calibrated-ready,17.9,valid,13.98,valid,calibrated-ready,4.46
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.42171656,-73.20349336,valid,calibrated-ready,18.31,valid,15.35,valid,calibrated-ready,4.4
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.45301464,-73.26174029,valid,calibrated-ready,26.34,valid,24.29,valid,calibrated-ready,5.69
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.45658,-73.2441,valid,calibrated-ready,17.67,valid,16.41,valid,calibrated-ready,4.49
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;09,2024;04;02;10,42.44963,-73.25216,valid,calibrated-ready,25.18,valid,16.72,valid,calibrated-ready,4.88
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.45179,-73.25484,valid,calibrated-ready,19.76,valid,6.85,valid,calibrated-ready,4.03
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.46803,-73.20072,valid,calibrated-ready,18.82,valid,9.71,valid,calibrated-ready,3.97
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.42506,-73.22515,valid,calibrated-ready,15.96,valid,11,valid,calibrated-ready,3.61
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.42689,-73.28892,valid,calibrated-ready,20.77,valid,17.03,valid,calibrated-ready,3.9
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.45855,-73.22086,valid,calibrated-ready,11.25,valid,9.4,valid,calibrated-ready,3.89
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.42171656,-73.20349336,valid,calibrated-ready,16.96,valid,11.82,valid,calibrated-ready,4.02
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.45301464,-73.26174029,valid,calibrated-ready,24,valid,17.35,valid,calibrated-ready,4.87
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.45658,-73.2441,valid,calibrated-ready,13.51,valid,8.38,valid,calibrated-ready,3.55
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;10,2024;04;02;11,42.44963,-73.25216,valid,calibrated-ready,15.48,valid,9.25,valid,calibrated-ready,3.86
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.45179,-73.25484,valid,calibrated-ready,18.8,valid,8.85,valid,calibrated-ready,4.41
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.46803,-73.20072,valid,calibrated-ready,14.92,valid,7.14,valid,calibrated-ready,3.69
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.42506,-73.22515,valid,calibrated-ready,15.05,valid,10.16,valid,calibrated-ready,3.54
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.42689,-73.28892,valid,calibrated-ready,20.25,valid,14.68,valid,calibrated-ready,3.87
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.45855,-73.22086,valid,calibrated-ready,6.29,valid,7.69,valid,calibrated-ready,3.59
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.42171656,-73.20349336,valid,calibrated-ready,17.81,valid,10.32,valid,calibrated-ready,3.97
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.45301464,-73.26174029,valid,calibrated-ready,18.6,valid,13.26,valid,calibrated-ready,4.54
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.45658,-73.2441,valid,calibrated-ready,12.51,valid,10.21,valid,calibrated-ready,3.74
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;04;02;11,2024;04;02;12,42.44963,-73.25216,valid,calibrated-ready,16.71,valid,8.9,valid,calibrated-ready,4.13
DARSM2019,AF64TV9R,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.45179,-73.25484,valid,calibrated-ready,16.78,valid,8.46,valid,calibrated-ready,4.46
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.46803,-73.20072,valid,calibrated-ready,12.33,valid,7.21,valid,calibrated-ready,3.89
DDTAU0510,AK639KKR,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.42506,-73.22515,valid,calibrated-ready,11.6,valid,9.19,valid,calibrated-ready,3.73
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.42689,-73.28892,valid,calibrated-ready,17.55,valid,15.49,valid,calibrated-ready,3.94
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.45855,-73.22086,valid,calibrated-ready,4.19,valid,8.54,valid,calibrated-ready,3.81
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.42171656,-73.20349336,valid,calibrated-ready,18.26,valid,8.85,valid,calibrated-ready,3.9
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.45301464,-73.26174029,valid,calibrated-ready,12.78,valid,9.91,valid,calibrated-ready,4.05
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;04;02;12,2024;04;02;13,42.45658,-73.2441,valid,calibrated-ready,10.39,valid,11.4,valid,calibrated-ready,3.95
