"STATION","DATE","REPORT_TYPE","SOURCE","HourlyDryBulbTemperature","HourlyRelativeHumidity","HourlyWindDirection","HourlyWindSpeed"
"USW00014763","2024-07-05T09:04:00","FM-16","343","78","76","000","0"
"USW00014763","2024-07-05T09:54:00","FM-15","343","79","74","210","6"
"USW00014763","2024-07-05T10:30:00","FM-16","343","79","74","180","7"
"USW00014763","2024-07-05T10:54:00","FM-15","343","79","74","170","8"
"USW00014763","2024-07-05T11:01:00","FM-16","343","80","74","VRB","7"
"USW00014763","2024-07-05T11:13:00","FM-16","343","81","72","180","7"
"USW00014763","2024-07-05T11:54:00","FM-15","343","83","70","160","10"
"USW00014763","2024-07-05T12:54:00","FM-15","343","83","67","190","9"
"USW00014763","2024-07-05T13:54:00","FM-15","343","83","65","160","9"
"USW00014763","2024-07-05T14:54:00","FM-15","343","81","74","250","5"
"USW00014763","2024-07-05T15:54:00","FM-15","343","77","90","220","7"
"USW00014763","2024-07-05T16:18:00","FM-16","343","77","88","230","6"
"USW00014763","2024-07-05T16:33:00","FM-16","343","77","88","190","5"
"USW00014763","2024-07-05T16:54:00","FM-15","343","78","82","000","0"
"USW00014763","2024-07-05T17:23:00","FM-16","343","77","85","080","3"
"USW00014763","2024-07-05T17:54:00","FM-15","343","77","85","130","5"
"USW00014763","2024-07-05T18:54:00","FM-15","343","76","88","000","0"
"USW00014763","2024-07-05T19:16:00","FM-16","343","76","91","000","0"
"USW00014763","2024-07-05T19:54:00","FM-15","343","74","94","000","0"
"USW00014763","2024-07-05T20:54:00","FM-15","343","75","94","000","0"
"USW00014763","2024-07-05T21:49:00","FM-16","343","75","89","240","5"
"USW00014763","2024-07-05T21:54:00","FM-15","343","75","88","230","5"
"USW00014763","2024-07-05T22:11:00","FM-16","343","75","88","000","0"
"USW00014763","2024-07-05T22:27:00","FM-16","343","75","88","000","0"
"USW00014763","2024-07-05T22:38:00","FM-16","343","73","96","000","0"
"USW00014763","2024-07-05T22:54:00","FM-15","343","73","94","000","0"
"USW00014763","2024-07-05T23:46:00","FM-16","343","73","94","360","3"
"USW00014763","2024-07-05T23:54:00","FM-15","343","73","94","000","0"
"USW00014763","2024-07-06T00:00:00","SOD",,,,,
"USW00014763","2024-07-06T00:06:00","FM-16","343","72","97","150","3"
"USW00014763","2024-07-06T00:13:00","FM-16","343","73","94","000","0"
"USW00014763","2024-07-06T00:35:00","FM-16","343","73","94","000","0"
"USW00014763","2024-07-06T00:54:00","FM-15","343","73","90","230","5"
"USW00014763","2024-07-06T01:54:00","FM-15","343","73","87","210","7"
"USW00014763","2024-07-06T02:02:00","FM-16","343","73","87","180","6"
"USW00014763","2024-07-06T02:35:00","FM-16","343","73","87","190","7"
"USW00014763","2024-07-06T02:54:00","FM-15","343","73","90","VRB","5"
"USW00014763","2024-07-06T03:54:00","FM-15","343","72","94","170","5"
"USW00014763","2024-07-06T04:54:00","FM-15","343","73","90","230","6"
"USW00014763","2024-07-06T05:40:00","FM-16","343","73","94","200","9"
"USW00014763","2024-07-06T05:47:00","FM-16","343","74","88","210","18"
"USW00014763","2024-07-06T05:49:00","FM-16","343","73","89","210","14"
"USW00014763","2024-07-06T05:51:00","FM-16","343","73","89","210","16"
"USW00014763","2024-07-06T05:54:00","FM-15","343","73","87","210","13"
"USW00014763","2024-07-06T06:08:00","FM-16","343","72","91","210","11"
"USW00014763","2024-07-06T06:52:00","FM-16","343","72","88","VRB","3"
"USW00014763","2024-07-06T06:54:00","FM-15","343","71","94","VRB","3"
"USW00014763","2024-07-06T07:16:00","FM-16","343","72","87","000","0"
"USW00014763","2024-07-06T07:18:00","FM-16","343","72","87","000","0"
"USW00014763","2024-07-06T07:21:00","FM-16","343","72","91","300","3"
"USW00014763","2024-07-06T07:54:00","FM-15","343","75","84","020","5"
"USW00014763","2024-07-06T08:17:00","FM-16","343","75","84","000","0"
"USW00014763","2024-07-06T08:54:00","FM-15","343","78","79","VRB","3"
"USW00014763","2024-07-06T09:54:00","FM-15","343","80","74","230","7"
"USW00014763","2024-07-06T10:54:00","FM-15","343","84","67","230","9"
"USW00014763","2024-07-06T11:54:00","FM-15","343","84","65","240","8"
"USW00014763","2024-07-06T12:54:00","FM-15","343","85","65","220","7"
"USW00014763","2024-07-06T13:54:00","FM-15","343","86","61","220","9"
"USW00014763","2024-07-06T14:54:00","FM-15","343","87","59","VRB","8"
"USW00014763","2024-07-06T15:54:00","FM-15","343","87","59","200","8"
"USW00014763","2024-07-06T16:54:00","FM-15","343","86","61","220","9"
"USW00014763","2024-07-06T17:54:00","FM-15","343","83","70","180","3"
"USW00014763","2024-07-06T18:20:00","FM-16","343","77","82","290","17"
"USW00014763","2024-07-06T18:27:00","FM-16","343","74","88","VRB","13"
"USW00014763","2024-07-06T18:37:00","FM-16","343","74","88","220","10"
"USW00014763","2024-07-06T18:40:00","FM-16","343","75","84","260","8"
"USW00014763","2024-07-06T18:50:00","FM-16","343","75","83","VRB","3"
"USW00014763","2024-07-06T18:54:00","FM-15","343","75","84","000","0"
"USW00014763","2024-07-06T19:54:00","FM-15","343","72","97","000","0"
"USW00014763","2024-07-06T20:35:00","FM-16","343","73","94","300","28"
"USW00014763","2024-07-06T20:44:00","FM-16","343","73","90","320","9"
"USW00014763","2024-07-06T20:48:00","FM-16","343","72","94","320","5"
"USW00014763","2024-07-06T20:52:00","FM-16","343","72","94","000","0"
"USW00014763","2024-07-06T20:54:00","FM-15","343","72","97","000","0"
"USW00014763","2024-07-06T21:54:00","FM-15","343","72","94","140","3"
"USW00014763","2024-07-06T22:43:00","FM-16","343","71","94","000","0"
"USW00014763","2024-07-06T22:52:00","FM-16","343","72","94","000","0"
"USW00014763","2024-07-06T22:54:00","FM-15","343","71","94","000","0"
"USW00014763","2024-07-06T23:26:00","FM-16","343","70","97","250","5"
"USW00014763","2024-07-06T23:41:00","FM-16","343","70","97","250","3"
"USW00014763","2024-07-06T23:54:00","FM-15","343","70","97","000","0"
"USW00014763","2024-07-07T00:00:00","SOD",,,,,
"USW00014763","2024-07-07T00:13:00","FM-16","343","69","93","000","0"
"USW00014763","2024-07-07T00:19:00","FM-16","343","69","96","270","3"
"USW00014763","2024-07-07T00:21:00","FM-16","343","69","96","260","5"
"USW00014763","2024-07-07T00:34:00","FM-16","343","68","96","260","6"
"USW00014763","2024-07-07T00:44:00","FM-16","343","68","96","250","6"
"USW00014763","2024-07-07T00:54:00","FM-15","343","68","96","230","6"
"USW00014763","2024-07-07T01:03:00","FM-16","343","68","96","240","3"
"USW00014763","2024-07-07T01:07:00","FM-16","343","68","96","230","3"
"USW00014763","2024-07-07T01:20:00","FM-16","343","67","97","000","0"
"USW00014763","2024-07-07T01:25:00","FM-16","343","67","97","000","0"
"USW00014763","2024-07-07T01:52:00","FM-16","343","66","100","000","0"
"USW00014763","2024-07-07T01:54:00","FM-15","343","67","97","000","0"
"USW00014763","2024-07-07T02:05:00","FM-16","343","67","97","000","0"
"USW00014763","2024-07-07T02:15:00","FM-16","343","65","97","000","0"
"USW00014763","2024-07-07T02:21:00","FM-16","343","65","97","000","0"
"USW00014763","2024-07-07T02:29:00","FM-16","343","66","96","000","0"
"USW00014763","2024-07-07T02:31:00","FM-16","343","66","96","000","0"
"USW00014763","2024-07-07T02:35:00","FM-16","343","66","96","000","0"
"USW00014763","2024-07-07T02:45:00","FM-16","343","65","97","000","0"
"USW00014763","2024-07-07T02:48:00","FM-16","343","64","100","000","0"
"USW00014763","2024-07-07T02:54:00","FM-15","343","64","96","000","0"
"USW00014763","2024-07-07T03:04:00","FM-16","343","65","97","000","0"
"USW00014763","2024-07-07T03:54:00","FM-15","343","66","96","000","0"
"USW00014763","2024-07-07T04:22:00","FM-16","343","65","100","000","0"
"USW00014763","2024-07-07T04:42:00","FM-16","343","66","96","000","0"
"USW00014763","2024-07-07T04:54:00","FM-15","343","65","100","000","0"
"USW00014763","2024-07-07T05:11:00","FM-16","343","65","100","000","0"
"USW00014763","2024-07-07T05:40:00","FM-16","343","66","96","000","0"
"USW00014763","2024-07-07T05:50:00","FM-16","343","66","94","000","0"
"USW00014763","2024-07-07T05:54:00","FM-15","343","66","96","000","0"
"USW00014763","2024-07-07T06:54:00","FM-15","343","67","100","000","0"
"USW00014763","2024-07-07T07:08:00","FM-16","343","67","100","000","0"
"USW00014763","2024-07-07T07:15:00","FM-16","343","68","96","000","0"
"USW00014763","2024-07-07T07:52:00","FM-16","343","73","83","000","0"
"USW00014763","2024-07-07T07:54:00","FM-15","343","73","84","000","0"
"USW00014763","2024-07-07T08:54:00","FM-15","343","77","69","280","3"
"USW00014763","2024-07-07T09:54:00","FM-15","343","78","64","VRB","3"
"USW00014763","2024-07-07T10:54:00","FM-15","343","81","51","330","6"
"USW00014763","2024-07-07T11:54:00","FM-15","343","82","49","230","7"
"USW00014763","2024-07-07T12:54:00","FM-15","343","84","48","VRB","7"
"USW00014763","2024-07-07T13:54:00","FM-15","343","85","45",,
"USW00014763","2024-07-07T14:54:00","FM-15","343","85","45","350","5"
"USW00014763","2024-07-07T15:54:00","FM-15","343","85","48","VRB","3"
"USW00014763","2024-07-07T16:54:00","FM-15","343","84","49","270","7"
"USW00014763","2024-07-07T17:54:00","FM-15","343","83","55","330","5"
"USW00014763","2024-07-07T18:54:00","FM-15","343","80","60","320","3"
"USW00014763","2024-07-07T19:54:00","FM-15","343","76","67","320","3"
"USW00014763","2024-07-07T20:54:00","FM-15","343","72","79","000","0"
"USW00014763","2024-07-07T21:54:00","FM-15","343","69","87","000","0"
"USW00014763","2024-07-07T22:54:00","FM-15","343","68","90","000","0"
"USW00014763","2024-07-07T23:54:00","FM-15","343","66","90","000","0"
"USW00014763","2024-07-08T00:00:00","SOD",,,,,
"USW00014763","2024-07-08T00:54:00","FM-15","343","65","93","000","0"
"USW00014763","2024-07-08T01:33:00","FM-16","343","64","96","000","0"
"USW00014763","2024-07-08T01:54:00","FM-15","343","63","97","000","0"
"USW00014763","2024-07-08T02:17:00","FM-16","343","63","97","000","0"
"USW00014763","2024-07-08T02:20:00","FM-16","343","63","97","000","0"
"USW00014763","2024-07-08T02:22:00","FM-16","343","63","97","000","0"
"USW00014763","2024-07-08T02:54:00","FM-15","343","63","93","000","0"
"USW00014763","2024-07-08T03:09:00","FM-16","343","62","96","000","0"
"USW00014763","2024-07-08T03:37:00","FM-16","343","62","96","000","0"
"USW00014763","2024-07-08T03:40:00","FM-16","343","62","93","000","0"
"USW00014763","2024-07-08T03:45:00","FM-16","343","62","93","000","0"
"USW00014763","2024-07-08T03:48:00","FM-16","343","61","100","000","0"
"USW00014763","2024-07-08T03:54:00","FM-15","343","61","97","000","0"
"USW00014763","2024-07-08T04:15:00","FM-16","343","61","97","000","0"
"USW00014763","2024-07-08T04:22:00","FM-16","343","61","97","000","0"
"USW00014763","2024-07-08T04:52:00","FM-16","343","61","100","000","0"
"USW00014763","2024-07-08T04:54:00","FM-15","343","60","100","000","0"
"USW00014763","2024-07-08T05:03:00","FM-16","343","61","97","000","0"
"USW00014763","2024-07-08T05:14:00","FM-16","343","62","96","000","0"
"USW00014763","2024-07-08T05:21:00","FM-16","343","63","93","000","0"
"USW00014763","2024-07-08T05:54:00","FM-15","343","65","93","000","0"
"USW00014763","2024-07-08T06:54:00","FM-15","343","70","82","000","0"
"USW00014763","2024-07-08T07:54:00","FM-15","343","75","71","000","0"
"USW00014763","2024-07-08T08:54:00","FM-15","343","80","56","240","3"
"USW00014763","2024-07-08T09:54:00","FM-15","343","83","49","320","3"
"USW00014763","2024-07-08T10:54:00","FM-15","343","84","49","VRB","5"
"USW00014763","2024-07-08T11:54:00","FM-15","343","84","48","210","6"
"USW00014763","2024-07-08T12:54:00","FM-15","343","85","42",,
"USW00014763","2024-07-08T13:54:00","FM-15","343","83","46","VRB","3"
"USW00014763","2024-07-08T14:54:00","FM-15","343","87","42","270","8"
"USW00014763","2024-07-08T15:54:00","FM-15","343","86","45","210","6"
"USW00014763","2024-07-08T16:54:00","FM-15","343","86","45","250","6"
"USW00014763","2024-07-08T17:54:00","FM-15","343","84","51","000","0"
"USW00014763","2024-07-08T18:54:00","FM-15","343","82","55","210","3"
"USW00014763","2024-07-08T19:54:00","FM-15","343","74","79","000","0"
"USW00014763","2024-07-08T20:54:00","FM-15","343","71","84","000","0"
"USW00014763","2024-07-08T21:54:00","FM-15","343","70","87","000","0"
"USW00014763","2024-07-08T22:54:00","FM-15","343","69","87","000","0"
"USW00014763","2024-07-08T23:54:00","FM-15","343","69","90","000","0"
"USW00014763","2024-07-09T00:00:00","SOD",,,,,
"USW00014763","2024-07-09T00:54:00","FM-15","343","67","93","000","0"
"USW00014763","2024-07-09T01:54:00","FM-15","343","67","93","000","0"
"USW00014763","2024-07-09T02:54:00","FM-15","343","67","93","000","0"
"USW00014763","2024-07-09T03:54:00","FM-15","343","66","96","000","0"
"USW00014763","2024-07-09T04:54:00","FM-15","343","65","97","000","0"
"USW00014763","2024-07-09T05:54:00","FM-15","343","70","87","000","0"
"USW00014763","2024-07-09T06:31:00","FM-16","343","69","93","320","10"
"USW00014763","2024-07-09T06:40:00","FM-16","343","69","96","190","7"
"USW00014763","2024-07-09T06:47:00","FM-16","343","69","96","190","5"
"USW00014763","2024-07-09T06:54:00","FM-15","343","70","93","230","14"
"USW00014763","2024-07-09T07:11:00","FM-16","343","71","94","210","3"
"USW00014763","2024-07-09T07:18:00","FM-16","343","71","94","160","3"
"USW00014763","2024-07-09T07:54:00","FM-15","343","71","94","000","0"
"USW00014763","2024-07-09T08:54:00","FM-15","343","76","85","VRB","3"
"USW00014763","2024-07-09T09:54:00","FM-15","343","81","69","230","8"
"USW00014763","2024-07-09T10:54:00","FM-15","343","82","69","VRB","7"
"USW00014763","2024-07-09T11:54:00","FM-15","343","83","67","210","10"
"USW00014763","2024-07-09T12:54:00","FM-15","343","86","65","200","11"
"USW00014763","2024-07-09T13:28:00","FM-16","343","87","61","210","13"
"USW00014763","2024-07-09T13:51:00","FM-16","343","86","59","210","11"
"USW00014763","2024-07-09T13:54:00","FM-15","343","86","59","220","9"
"USW00014763","2024-07-09T14:54:00","FM-15","343","82","67","060","8"
"USW00014763","2024-07-09T15:54:00","FM-15","343","86","61","210","6"
"USW00014763","2024-07-09T16:54:00","FM-15","343","87","57","200","13"
"USW00014763","2024-07-09T17:54:00","FM-15","343","84","65","210","7"
"USW00014763","2024-07-09T18:54:00","FM-15","343","82","65","220","6"
"USW00014763","2024-07-09T19:54:00","FM-15","343","80","69","000","0"
"USW00014763","2024-07-09T20:54:00","FM-15","343","77","79","000","0"
"USW00014763","2024-07-09T21:54:00","FM-15","343","74","88","000","0"
"USW00014763","2024-07-09T22:54:00","FM-15","343","74","88","000","0"
"USW00014763","2024-07-09T23:54:00","FM-15","343","73","90","000","0"
"USW00014763","2024-07-10T00:00:00","SOD",,,,,
"USW00014763","2024-07-10T00:54:00","FM-15","343","73","90","000","0"
"USW00014763","2024-07-10T01:54:00","FM-15","343","72","94","000","0"
"USW00014763","2024-07-10T02:54:00","FM-15","343","72","94","000","0"
"USW00014763","2024-07-10T03:35:00","FM-16","343","72","94","000","0"
"USW00014763","2024-07-10T03:44:00","FM-16","343","71","96","000","0"
"USW00014763","2024-07-10T03:52:00","FM-16","343","72","94","000","0"
"USW00014763","2024-07-10T03:54:00","FM-15","343","71","94","000","0"
"USW00014763","2024-07-10T04:01:00","FM-16","343","71","94","000","0"
"USW00014763","2024-07-10T04:17:00","FM-16","343","71","94","000","0"
"USW00014763","2024-07-10T04:26:00","FM-16","343","71","94","000","0"
"USW00014763","2024-07-10T04:28:00","FM-16","343","70","97","000","0"
"USW00014763","2024-07-10T04:33:00","FM-16","343","71","94","000","0"
"USW00014763","2024-07-10T04:51:00","FM-16","343","70","100","000","0"
"USW00014763","2024-07-10T04:54:00","FM-15","343","70","97","000","0"
"USW00014763","2024-07-10T04:59:00","FM-16","343","70","97","000","0"
"USW00014763","2024-07-10T05:08:00","FM-16","343","70","97","000","0"
"USW00014763","2024-07-10T05:15:00","FM-16","343","71","96","000","0"
"USW00014763","2024-07-10T05:28:00","FM-16","343","71","96","000","0"
"USW00014763","2024-07-10T05:35:00","FM-16","343","69","96","000","0"
"USW00014763","2024-07-10T05:46:00","FM-16","343","71","96","000","0"
"USW00014763","2024-07-10T05:52:00","FM-16","343","72","100","000","0"
"USW00014763","2024-07-10T05:54:00","FM-15","343","72","97","000","0"
"USW00014763","2024-07-10T05:59:00","FM-16","343","73","94","000","0"
"USW00014763","2024-07-10T06:54:00","FM-15","343","77","85","VRB","3"
"USW00014763","2024-07-10T07:54:00","FM-15","343","80","79","VRB","5"
"USW00014763","2024-07-10T08:54:00","FM-15","343","81","77","180","10"
"USW00014763","2024-07-10T09:54:00","FM-15","343","83","74","180","13"
"USW00014763","2024-07-10T10:54:00","FM-15","343","84","67","210","11"
"USW00014763","2024-07-10T11:54:00","FM-15","343","87","63","190","11"
"USW00014763","2024-07-10T12:54:00","FM-15","343","87","59","200","18"
"USW00014763","2024-07-10T13:54:00","FM-15","343","86","61","200","15"
"USW00014763","2024-07-10T14:54:00","FM-15","343","86","61","190","15"
"USW00014763","2024-07-10T15:54:00","FM-15","343","85","63","210","11"
"USW00014763","2024-07-10T16:54:00","FM-15","343","84","63","170","16"
"USW00014763","2024-07-10T17:54:00","FM-15","343","81","67",,
"USW00014763","2024-07-10T18:54:00","FM-15","343","79","69","VRB","9"
"USW00014763","2024-07-10T19:54:00","FM-15","343","77","74","150","11"
"USW00014763","2024-07-10T20:54:00","FM-15","343","76","77","140","9"
"USW00014763","2024-07-10T21:54:00","FM-15","343","76","77","180","11"
"USW00014763","2024-07-10T22:54:00","FM-15","343","75","82","170","9"
"USW00014763","2024-07-10T23:10:00","FM-16","343","75","82","VRB","11"
"USW00014763","2024-07-10T23:22:00","FM-16","343","75","82","160","10"
"USW00014763","2024-07-10T23:54:00","FM-15","343","75","82","VRB","15"
"USW00014763","2024-07-11T00:00:00","SOD",,,,,
"USW00014763","2024-07-11T00:08:00","FM-16","343","75","82","190","13"
"USW00014763","2024-07-11T00:54:00","FM-15","343","75","82","160","13"
"USW00014763","2024-07-11T01:47:00","FM-16","343","75","88","180","10"
"USW00014763","2024-07-11T01:54:00","FM-15","343","75","88","VRB","15"
"USW00014763","2024-07-11T02:15:00","FM-16","343","75","84","220","10"
"USW00014763","2024-07-11T02:23:00","FM-16","343","75","88","VRB","10"
"USW00014763","2024-07-11T02:54:00","FM-15","343","75","88","180","6"
"USW00014763","2024-07-11T03:54:00","FM-15","343","75","84","VRB","8"
"USW00014763","2024-07-11T04:54:00","FM-15","343","75","84","210","7"
"USW00014763","2024-07-11T05:54:00","FM-15","343","75","82","210","6"
"USW00014763","2024-07-11T06:50:00","FM-16","343","75","83","VRB","7"
"USW00014763","2024-07-11T06:54:00","FM-15","343","75","82","220","8"
"USW00014763","2024-07-11T07:31:00","FM-16","343","76","77","220","11"
"USW00014763","2024-07-11T07:54:00","FM-15","343","77","74","200","10"
"USW00014763","2024-07-11T08:54:00","FM-15","343","78","67","200","13"
"USW00014763","2024-07-11T09:54:00","FM-15","343","79","62","200","13"
"USW00014763","2024-07-11T10:54:00","FM-15","343","81","57","200","15"
"USW00014763","2024-07-11T11:54:00","FM-15","343","82","56","200","13"
"USW00014763","2024-07-11T12:54:00","FM-15","343","82","60","190","14"
"USW00014763","2024-07-11T13:54:00","FM-15","343","81","61","210","11"
"USW00014763","2024-07-11T14:54:00","FM-15","343","80","60","240","9"
"USW00014763","2024-07-11T15:54:00","FM-15","343","81","58","230","10"
"USW00014763","2024-07-11T16:54:00","FM-15","343","79","60","220","14"
"USW00014763","2024-07-11T17:54:00","FM-15","343","78","62","240","8"
"USW00014763","2024-07-11T18:54:00","FM-15","343","77","64","240","7"
"USW00014763","2024-07-11T19:54:00","FM-15","343","76","67","250","9"
"USW00014763","2024-07-11T20:54:00","FM-15","343","75","66","240","9"
"USW00014763","2024-07-11T21:54:00","FM-15","343","74","71","240","5"
"USW00014763","2024-07-11T22:54:00","FM-15","343","72","76","150","3"
"USW00014763","2024-07-11T23:54:00","FM-15","343","72","76","230","3"
"USW00014763","2024-07-12T00:00:00","SOD",,,,,
"USW00014763","2024-07-12T00:54:00","FM-15","343","71","79","250","5"
"USW00014763","2024-07-12T01:54:00","FM-15","343","69","84","000","0"
"USW00014763","2024-07-12T02:54:00","FM-15","343","67","91","000","0"
"USW00014763","2024-07-12T03:54:00","FM-15","343","67","91","000","0"
"USW00014763","2024-07-12T04:34:00","FM-16","343","65","93","000","0"
"USW00014763","2024-07-12T04:54:00","FM-15","343","67","93","250","3"
"USW00014763","2024-07-12T05:54:00","FM-15","343","70","87","270","5"
"USW00014763","2024-07-12T06:22:00","FM-16","343","71","84","270","3"
"USW00014763","2024-07-12T06:54:00","FM-15","343","72","79","240","5"
"USW00014763","2024-07-12T07:54:00","FM-15","343","72","79","230","3"
"USW00014763","2024-07-12T08:54:00","FM-15","343","75","76","280","5"
"USW00014763","2024-07-12T09:54:00","FM-15","343","77","74","290","5"
"USW00014763","2024-07-12T10:29:00","FM-16","343","76","74","230","5"
"USW00014763","2024-07-12T10:54:00","FM-15","343","79","69","220","9"
"USW00014763","2024-07-12T11:54:00","FM-15","343","79","69","230","7"
"USW00014763","2024-07-12T12:54:00","FM-15","343","81","65","VRB","3"
"USW00014763","2024-07-12T13:54:00","FM-15","343","81","62","210","8"
"USW00014763","2024-07-12T14:54:00","FM-15","343","81","65","270","9"
"USW00014763","2024-07-12T15:54:00","FM-15","343","81","62","VRB","3"
"USW00014763","2024-07-12T16:54:00","FM-15","343","80","67","240","3"
"USW00014763","2024-07-12T17:54:00","FM-15","343","81","65","260","6"
"USW00014763","2024-07-12T18:54:00","FM-15","343","77","69","170","5"
"USW00014763","2024-07-12T19:54:00","FM-15","343","76","72","180","8"
"USW00014763","2024-07-12T20:54:00","FM-15","343","76","74","VRB","6"
"USW00014763","2024-07-12T21:54:00","FM-15","343","74","82","270","3"
"USW00014763","2024-07-12T22:54:00","FM-15","343","74","85","260","3"
"USW00014763","2024-07-12T23:19:00","FM-16","343","74","85","000","0"
"USW00014763","2024-07-12T23:40:00","FM-16","343","74","88","190","3"
"USW00014763","2024-07-12T23:47:00","FM-16","343","74","88","200","5"
"USW00014763","2024-07-12T23:54:00","FM-15","343","74","88","VRB","3"
"USW00014763","2024-07-13T00:00:00","SOD",,,,,
"USW00014763","2024-07-13T00:02:00","FM-16","343","74","88","230","5"
"USW00014763","2024-07-13T00:54:00","FM-15","343","73","90","250","3"
"USW00014763","2024-07-13T01:54:00","FM-15","343","73","87","220","5"
"USW00014763","2024-07-13T02:54:00","FM-15","343","74","82","240","5"
"USW00014763","2024-07-13T03:54:00","FM-15","343","73","81","240","8"
"USW00014763","2024-07-13T04:54:00","FM-15","343","71","87","000","0"
"USW00014763","2024-07-13T05:54:00","FM-15","343","73","84","270","3"
"USW00014763","2024-07-13T06:54:00","FM-15","343","74","82","260","5"
"USW00014763","2024-07-13T07:54:00","FM-15","343","75","76","200","5"
"USW00014763","2024-07-13T08:54:00","FM-15","343","77","69","000","0"
"USW00014763","2024-07-13T09:54:00","FM-15","343","80","60","000","0"
"USW00014763","2024-07-13T10:54:00","FM-15","343","80","60","200","5"
"USW00014763","2024-07-13T11:54:00","FM-15","343","83","55","000","0"
"USW00014763","2024-07-13T12:54:00","FM-15","343","84","53","000","0"
"USW00014763","2024-07-13T13:54:00","FM-15","343","83","57","320","5"
"USW00014763","2024-07-13T14:54:00","FM-15","343","83","59","290","5"
"USW00014763","2024-07-13T15:54:00","FM-15","343","85","51","260","10"
"USW00014763","2024-07-13T16:54:00","FM-15","343","82","58","300","5"
"USW00014763","2024-07-13T17:54:00","FM-15","343","81","65","290","5"
"USW00014763","2024-07-13T18:54:00","FM-15","343","78","64","280","6"
"USW00014763","2024-07-13T19:54:00","FM-15","343","75","66","250","6"
"USW00014763","2024-07-13T20:54:00","FM-15","343","74","64","220","3"
"USW00014763","2024-07-13T21:54:00","FM-15","343","72","68","220","5"
"USW00014763","2024-07-13T22:54:00","FM-15","343","71","71","200","5"
"USW00014763","2024-07-13T23:54:00","FM-15","343","66","81","000","0"
"USW00014763","2024-07-14T00:00:00","SOD",,,,,
"USW00014763","2024-07-14T00:54:00","FM-15","343","65","84","000","0"
"USW00014763","2024-07-14T01:54:00","FM-15","343","66","81","250","5"
"USW00014763","2024-07-14T02:54:00","FM-15","343","68","76","240","6"
"USW00014763","2024-07-14T03:54:00","FM-15","343","62","90","000","0"
"USW00014763","2024-07-14T04:54:00","FM-15","343","61","93","000","0"
"USW00014763","2024-07-14T05:54:00","FM-15","343","65","90","000","0"
"USW00014763","2024-07-14T06:54:00","FM-15","343","70","76","000","0"
"USW00014763","2024-07-14T07:54:00","FM-15","343","73","69","300","5"
"USW00014763","2024-07-14T08:54:00","FM-15","343","76","64","270","7"
"USW00014763","2024-07-14T09:54:00","FM-15","343","79","56","290","7"
"USW00014763","2024-07-14T10:54:00","FM-15","343","80","54","VRB","5"
"USW00014763","2024-07-14T11:54:00","FM-15","343","83","44","270","9"
"USW00014763","2024-07-14T12:54:00","FM-15","343","83","46","VRB","5"
"USW00014763","2024-07-14T13:54:00","FM-15","343","85","42","VRB","7"
"USW00014763","2024-07-14T14:54:00","FM-15","343","85","42","VRB","5"
"USW00014763","2024-07-14T15:54:00","FM-15","343","85","43","260","7"
"USW00014763","2024-07-14T16:54:00","FM-15","343","83","46","230","5"
"USW00014763","2024-07-14T17:54:00","FM-15","343","83","48","240","5"
"USW00014763","2024-07-14T18:54:00","FM-15","343","78","64","000","0"
"USW00014763","2024-07-14T19:54:00","FM-15","343","75","74","290","3"
"USW00014763","2024-07-14T20:54:00","FM-15","343","71","79","000","0"
"USW00014763","2024-07-14T21:54:00","FM-15","343","68","84","000","0"
"USW00014763","2024-07-14T22:54:00","FM-15","343","64","93","000","0"
"USW00014763","2024-07-14T23:54:00","FM-15","343","66","84","000","0"
"USW00014763","2024-07-15T00:00:00","SOD",,,,,
"USW00014763","2024-07-15T00:54:00","FM-15","343","66","84","000","0"
"USW00014763","2024-07-15T01:54:00","FM-15","343","67","81","000","0"
"USW00014763","2024-07-15T02:54:00","FM-15","343","69","78","220","3"
"USW00014763","2024-07-15T03:54:00","FM-15","343","67","87","000","0"
"USW00014763","2024-07-15T04:54:00","FM-15","343","65","93","000","0"
"USW00014763","2024-07-15T05:54:00","FM-15","343","68","90","000","0"
"USW00014763","2024-07-15T06:54:00","FM-15","343","74","82","000","0"
"USW00014763","2024-07-15T07:43:00","FM-16","343","79","72","240","7"
"USW00014763","2024-07-15T07:54:00","FM-15","343","79","72","240","3"
"USW00014763","2024-07-15T08:54:00","FM-15","343","82","60","280","8"
"USW00014763","2024-07-15T09:54:00","FM-15","343","81","65","280","10"
"USW00014763","2024-07-15T10:54:00","FM-15","343","81","62","270","3"
"USW00014763","2024-07-15T11:54:00","FM-15","343","82","60","000","0"
"USW00014763","2024-07-15T12:54:00","FM-15","343","83","55","310","6"
"USW00014763","2024-07-15T13:54:00","FM-15","343","85","61","250","7"
"USW00014763","2024-07-15T14:54:00","FM-15","343","87","51","210","8"
"USW00014763","2024-07-15T15:54:00","FM-15","343","88","50","200","9"
"USW00014763","2024-07-15T16:54:00","FM-15","343","84","61","170","8"
"USW00014763","2024-07-15T17:54:00","FM-15","343","82","60","160","10"
"USW00014763","2024-07-15T18:54:00","FM-15","343","80","64","VRB","7"
"USW00014763","2024-07-15T19:54:00","FM-15","343","79","69","000","0"
"USW00014763","2024-07-15T20:54:00","FM-15","343","77","77","VRB","3"
"USW00014763","2024-07-15T21:17:00","FM-16","343","76","82","250","7"
"USW00014763","2024-07-15T21:38:00","FM-16","343","72","76","210","7"
