"STATION","DATE","REPORT_TYPE","SOURCE","HourlyDryBulbTemperature","HourlyRelativeHumidity","HourlyWindDirection","HourlyWindSpeed"
"USW00014763","2024-04-01T00:00:00","SOD",,,,,
"USW00014763","2024-04-01T00:54:00","FM-15","343","33","75","260","6"
"USW00014763","2024-04-01T01:54:00","FM-15","343","33","75","000","0"
"USW00014763","2024-04-01T02:54:00","FM-15","343","30","82","000","0"
"USW00014763","2024-04-01T03:54:00","FM-15","343","32","75","000","0"
"USW00014763","2024-04-01T04:54:00","FM-15","343","32","82","000","0"
"USW00014763","2024-04-01T05:54:00","FM-15","343","32","82","000","0"
"USW00014763","2024-04-01T06:54:00","FM-15","343","34","79","000","0"
"USW00014763","2024-04-01T07:54:00","FM-15","343","36","73","000","0"
"USW00014763","2024-04-01T08:54:00","FM-15","343","38","68","000","0"
"USW00014763","2024-04-01T09:54:00","FM-15","343","41","62","000","0"
"USW00014763","2024-04-01T10:54:00","FM-15","343","44","55","000","0"
"USW00014763","2024-04-01T11:54:00","FM-15","343","46","51","000","0"
"USW00014763","2024-04-01T12:54:00","FM-15","343","51","43","VRB","6"
"USW00014763","2024-04-01T13:54:00","FM-15","343","52","43","000","0"
"USW00014763","2024-04-01T14:54:00","FM-15","343","53","43","320","5"
"USW00014763","2024-04-01T15:54:00","FM-15","343","54","45","270","7"
"USW00014763","2024-04-01T16:54:00","FM-15","343","54","45","330","5"
"USW00014763","2024-04-01T17:54:00","FM-15","343","51","50","280","5"
"USW00014763","2024-04-01T18:54:00","FM-15","343","46","61","000","0"
"USW00014763","2024-04-01T19:54:00","FM-15","343","41","70","250","3"
"USW00014763","2024-04-01T20:54:00","FM-15","343","39","73","000","0"
"USW00014763","2024-04-01T21:54:00","FM-15","343","37","79","000","0"
"USW00014763","2024-04-01T22:54:00","FM-15","343","36","82","210","3"
"USW00014763","2024-04-01T23:54:00","FM-15","343","32","88","080","3"
"USW00014763","2024-04-02T00:00:00","SOD",,,,,
"USW00014763","2024-04-02T00:54:00","FM-15","343","33","89","000","0"
"USW00014763","2024-04-02T01:54:00","FM-15","343","33","89","000","0"
"USW00014763","2024-04-02T02:54:00","FM-15","343","35","85","000","0"
"USW00014763","2024-04-02T03:54:00","FM-15","343","38","73","000","0"
"USW00014763","2024-04-02T04:54:00","FM-15","343","38","70","000","0"
"USW00014763","2024-04-02T05:54:00","FM-15","343","38","70","000","0"
"USW00014763","2024-04-02T06:54:00","FM-15","343","40","63","110","3"
"USW00014763","2024-04-02T07:54:00","FM-15","343","42","58","VRB","6"
"USW00014763","2024-04-02T08:54:00","FM-15","343","43","58","VRB","8"
"USW00014763","2024-04-02T09:54:00","FM-15","343","44","55","080","10"
"USW00014763","2024-04-02T10:54:00","FM-15","343","47","52","070","9"
"USW00014763","2024-04-02T11:54:00","FM-15","343","47","52","070","9"
"USW00014763","2024-04-02T12:54:00","FM-15","343","46","58","VRB","7"
"USW00014763","2024-04-02T13:54:00","FM-15","343","45","61","080","8"
"USW00014763","2024-04-02T14:46:00","FM-16","343","42","76","100","8"
"USW00014763","2024-04-02T14:54:00","FM-15","343","42","76","110","6"
"USW00014763","2024-04-02T15:32:00","FM-16","343","41","86","VRB","6"
"USW00014763","2024-04-02T15:54:00","FM-15","343","42","82","060","9"
"USW00014763","2024-04-02T16:19:00","FM-16","343","42","82","VRB","6"
"USW00014763","2024-04-02T16:54:00","FM-15","343","41","82","VRB","8"
"USW00014763","2024-04-02T17:54:00","FM-15","343","40","86","100","8"
"USW00014763","2024-04-02T18:54:00","FM-15","343","40","86",,
"USW00014763","2024-04-02T19:24:00","FM-16","343","39","89","080","9"
"USW00014763","2024-04-02T19:54:00","FM-15","343","39","89","VRB","7"
"USW00014763","2024-04-02T20:12:00","FM-16","343","38","89","070","7"
"USW00014763","2024-04-02T20:27:00","FM-16","343","38","89","VRB","7"
"USW00014763","2024-04-02T20:38:00","FM-16","343","38","89","080","7"
"USW00014763","2024-04-02T20:54:00","FM-15","343","38","89","090","8"
"USW00014763","2024-04-02T21:54:00","FM-15","343","37","89","060","6"
"USW00014763","2024-04-02T22:17:00","FM-16","343","37","89","070","6"
"USW00014763","2024-04-02T22:54:00","FM-15","343","37","93","060","7"
"USW00014763","2024-04-02T23:09:00","FM-16","343","37","93","070","7"
"USW00014763","2024-04-02T23:54:00","FM-15","343","38","89","070","7"
"USW00014763","2024-04-03T00:00:00","SOD",,,,,
"USW00014763","2024-04-03T00:13:00","FM-16","343","38","89","070","7"
"USW00014763","2024-04-03T00:54:00","FM-15","343","38","89","080","8"
"USW00014763","2024-04-03T01:54:00","FM-15","343","38","89","080","8"
"USW00014763","2024-04-03T02:54:00","FM-15","343","38","89","100","9"
"USW00014763","2024-04-03T03:54:00","FM-15","343","38","89","100","13"
"USW00014763","2024-04-03T04:45:00","FM-16","343","38","79","VRB","10"
"USW00014763","2024-04-03T04:52:00","FM-16","343","37","75","100","9"
"USW00014763","2024-04-03T04:54:00","FM-15","343","38","73","VRB","10"
"USW00014763","2024-04-03T05:04:00","FM-16","343","38","73","090","7"
"USW00014763","2024-04-03T05:54:00","FM-15","343","36","79","080","7"
"USW00014763","2024-04-03T06:54:00","FM-15","343","35","78","VRB","11"
"USW00014763","2024-04-03T07:54:00","FM-15","343","35","78","VRB","9"
"USW00014763","2024-04-03T08:54:00","FM-15","343","35","78","110","14"
"USW00014763","2024-04-03T09:54:00","FM-15","343","35","82","VRB","10"
"USW00014763","2024-04-03T10:21:00","FM-16","343","35","78","VRB","13"
"USW00014763","2024-04-03T10:30:00","FM-16","343","35","78","100","11"
"USW00014763","2024-04-03T10:54:00","FM-15","343","35","82","100","14"
"USW00014763","2024-04-03T11:36:00","FM-16","343","36","79","090","10"
"USW00014763","2024-04-03T11:52:00","FM-16","343","36","81","090","13"
"USW00014763","2024-04-03T11:54:00","FM-15","343","36","79","VRB","15"
"USW00014763","2024-04-03T12:52:00","FM-16","343","36","81","VRB","13"
"USW00014763","2024-04-03T12:54:00","FM-15","343","36","82","VRB","15"
"USW00014763","2024-04-03T13:54:00","FM-15","343","37","79","VRB","15"
"USW00014763","2024-04-03T14:54:00","FM-15","343","36","79","VRB","16"
"USW00014763","2024-04-03T15:54:00","FM-15","343","35","82","080","22"
"USW00014763","2024-04-03T16:29:00","FM-16","343","35","82","090","14"
"USW00014763","2024-04-03T16:47:00","FM-16","343","34","85","VRB","17"
"USW00014763","2024-04-03T16:52:00","FM-16","343","36","81","090","15"
"USW00014763","2024-04-03T16:54:00","FM-15","343","34","89","080","15"
"USW00014763","2024-04-03T17:07:00","FM-16","343","35","82","100","20"
"USW00014763","2024-04-03T17:18:00","FM-16","343","35","82","080","11"
"USW00014763","2024-04-03T17:30:00","FM-16","343","34","85","080","15"
"USW00014763","2024-04-03T17:54:00","FM-15","343","34","85","080","18"
"USW00014763","2024-04-03T17:57:00","FM-16","343","34","85","080","20"
"USW00014763","2024-04-03T18:52:00","FM-16","343","34","87","080","17"
"USW00014763","2024-04-03T18:54:00","FM-15","343","34","85","VRB","9"
"USW00014763","2024-04-03T19:02:00","FM-16","343","34","85","080","11"
"USW00014763","2024-04-03T19:33:00","FM-16","343","34","85","060","15"
"USW00014763","2024-04-03T19:47:00","FM-16","343","34","85","080","10"
"USW00014763","2024-04-03T19:54:00","FM-15","343","34","85","070","13"
"USW00014763","2024-04-03T20:04:00","FM-16","343","34","85","070","11"
"USW00014763","2024-04-03T20:54:00","FM-15","343","34","85","070","11"
"USW00014763","2024-04-03T21:54:00","FM-15","343","34","85","070","17"
"USW00014763","2024-04-03T22:54:00","FM-15","343","34","82","060","20"
"USW00014763","2024-04-03T23:46:00","FM-16","343","34","85","VRB","17"
"USW00014763","2024-04-03T23:52:00","FM-16","343","34","87","060","17"
"USW00014763","2024-04-03T23:53:00","FM-15","343","33","89","060","20"
"USW00014763","2024-04-04T00:00:00","SOD",,,,,
"USW00014763","2024-04-04T00:14:00","FM-16","343","33","89","050","17"
"USW00014763","2024-04-04T00:28:00","FM-16","343","33","89","060","18"
"USW00014763","2024-04-04T00:46:00","FM-16","343","33","85","060","23"
"USW00014763","2024-04-04T00:54:00","FM-15","343","33","85","060","18"
"USW00014763","2024-04-04T01:34:00","FM-16","343","33","85","050","20"
"USW00014763","2024-04-04T01:39:00","FM-16","343","33","85","060","14"
"USW00014763","2024-04-04T01:46:00","FM-16","343","32","88","060","18"
"USW00014763","2024-04-04T01:49:00","FM-16","343","32","87","060","23"
"USW00014763","2024-04-04T01:54:00","FM-15","343","32","88","050","20"
"USW00014763","2024-04-04T02:16:00","FM-16","343","32","88","050","22"
"USW00014763","2024-04-04T02:34:00","FM-16","343","32","88","050","17"
"USW00014763","2024-04-04T02:52:00","FM-16","343","32","87","060","15"
"USW00014763","2024-04-04T02:54:00","FM-15","343","32","88","040","20"
"USW00014763","2024-04-04T03:17:00","FM-16","343","32","88","060","18"
"USW00014763","2024-04-04T03:21:00","FM-16","343","32","88","060","18"
"USW00014763","2024-04-04T03:54:00","FM-15","343","32","85","060","18"
"USW00014763","2024-04-04T04:19:00","FM-16","343","32","85","060","21"
"USW00014763","2024-04-04T04:27:00","FM-16","343","32","85","060","18"
"USW00014763","2024-04-04T04:41:00","FM-16","343","32","85","060","20"
"USW00014763","2024-04-04T04:52:00","FM-16","343","32","87","050","22"
"USW00014763","2024-04-04T04:54:00","FM-15","343","32","85","070","20"
"USW00014763","2024-04-04T05:08:00","FM-16","343","32","85","VRB","13"
"USW00014763","2024-04-04T05:54:00","FM-15","343","32","85","040","14"
"USW00014763","2024-04-04T06:08:00","FM-16","343","32","85","040","6"
"USW00014763","2024-04-04T06:15:00","FM-16","343","32","85","030","7"
"USW00014763","2024-04-04T06:20:00","FM-16","343","31","89","050","7"
"USW00014763","2024-04-04T06:39:00","FM-16","343","31","92","030","9"
"USW00014763","2024-04-04T06:54:00","FM-15","343","31","92","010","7"
"USW00014763","2024-04-04T07:54:00","FM-15","343","31","92","350","3"
"USW00014763","2024-04-04T08:54:00","FM-15","343","32","88","020","7"
"USW00014763","2024-04-04T09:36:00","FM-16","343","32","92","020","6"
"USW00014763","2024-04-04T09:51:00","FM-16","343","32","87","020","7"
"USW00014763","2024-04-04T09:54:00","FM-15","343","32","88","020","6"
"USW00014763","2024-04-04T10:02:00","FM-16","343","33","85","020","8"
"USW00014763","2024-04-04T10:23:00","FM-16","343","34","85","020","8"
"USW00014763","2024-04-04T10:34:00","FM-16","343","34","82","010","9"
"USW00014763","2024-04-04T10:41:00","FM-16","343","34","82","020","6"
"USW00014763","2024-04-04T10:54:00","FM-15","343","34","82","020","10"
"USW00014763","2024-04-04T11:52:00","FM-16","343","36","70","030","9"
"USW00014763","2024-04-04T11:54:00","FM-15","343","35","72","020","8"
"USW00014763","2024-04-04T12:54:00","FM-15","343","36","70","040","9"
"USW00014763","2024-04-04T13:06:00","FM-16","343","36","64","020","10"
"USW00014763","2024-04-04T13:18:00","FM-16","343","36","67","010","8"
"USW00014763","2024-04-04T13:28:00","FM-16","343","36","67","020","9"
"USW00014763","2024-04-04T13:52:00","FM-16","343","36","65","010","9"
"USW00014763","2024-04-04T13:54:00","FM-15","343","36","67","010","7"
"USW00014763","2024-04-04T14:54:00","FM-15","343","36","70","020","7"
"USW00014763","2024-04-04T15:54:00","FM-15","343","36","67","VRB","6"
"USW00014763","2024-04-04T16:26:00","FM-16","343","35","67","350","9"
"USW00014763","2024-04-04T16:51:00","FM-16","343","36","70","320","6"
"USW00014763","2024-04-04T16:54:00","FM-15","343","35","72","310","7"
"USW00014763","2024-04-04T17:54:00","FM-15","343","34","76","330","6"
"USW00014763","2024-04-04T18:24:00","FM-16","343","33","82","330","5"
"USW00014763","2024-04-04T18:54:00","FM-15","343","33","82","320","6"
"USW00014763","2024-04-04T19:54:00","FM-15","343","32","82","330","8"
"USW00014763","2024-04-04T20:54:00","FM-15","343","31","85","300","3"
"USW00014763","2024-04-04T21:10:00","FM-16","343","31","85","290","5"
"USW00014763","2024-04-04T21:52:00","FM-16","343","30","86","280","3"
"USW00014763","2024-04-04T21:54:00","FM-15","343","31","85","300","3"
"USW00014763","2024-04-04T22:54:00","FM-15","343","31","82","300","9"
"USW00014763","2024-04-04T23:25:00","FM-16","343","31","82","310","10"
"USW00014763","2024-04-04T23:51:00","FM-16","343","30","86","290","7"
"USW00014763","2024-04-04T23:54:00","FM-15","343","31","85","280","6"
"USW00014763","2024-04-05T00:00:00","SOD",,,,,
"USW00014763","2024-04-05T00:44:00","FM-16","343","31","85","270","6"
"USW00014763","2024-04-05T00:54:00","FM-15","343","31","85","270","7"
"USW00014763","2024-04-05T01:02:00","FM-16","343","31","85","270","7"
"USW00014763","2024-04-05T01:54:00","FM-15","343","31","85","240","6"
"USW00014763","2024-04-05T02:04:00","FM-16","343","31","85","230","7"
"USW00014763","2024-04-05T02:23:00","FM-16","343","31","85","270","7"
"USW00014763","2024-04-05T02:54:00","FM-15","343","31","85","250","6"
"USW00014763","2024-04-05T03:54:00","FM-15","343","31","89","280","7"
"USW00014763","2024-04-05T04:28:00","FM-16","343","31","89","270","11"
"USW00014763","2024-04-05T04:42:00","FM-16","343","31","85","280","10"
"USW00014763","2024-04-05T04:54:00","FM-15","343","31","85","270","11"
"USW00014763","2024-04-05T05:54:00","FM-15","343","31","82","280","17"
"USW00014763","2024-04-05T06:44:00","FM-16","343","31","85","280","11"
"USW00014763","2024-04-05T06:54:00","FM-15","343","31","85","270","16"
"USW00014763","2024-04-05T07:06:00","FM-16","343","31","85","290","15"
"USW00014763","2024-04-05T07:54:00","FM-15","343","32","79","280","9"
"USW00014763","2024-04-05T08:54:00","FM-15","343","32","79","280","8"
"USW00014763","2024-04-05T09:01:00","FM-16","343","33","75","290","8"
"USW00014763","2024-04-05T09:54:00","FM-15","343","34","76","300","9"
"USW00014763","2024-04-05T10:54:00","FM-15","343","34","76","320","11"
"USW00014763","2024-04-05T11:54:00","FM-15","343","35","72","290","10"
"USW00014763","2024-04-05T12:54:00","FM-15","343","35","78","290","11"
"USW00014763","2024-04-05T13:54:00","FM-15","343","36","73","280","7"
"USW00014763","2024-04-05T14:17:00","FM-16","343","37","70","300","15"
"USW00014763","2024-04-05T14:50:00","FM-16","343","37","70","280","9"
"USW00014763","2024-04-05T14:54:00","FM-15","343","37","70","290","11"
"USW00014763","2024-04-05T15:52:00","FM-16","343","37","75","280","9"
"USW00014763","2024-04-05T15:54:00","FM-15","343","37","76","290","13"
"USW00014763","2024-04-05T16:01:00","FM-16","343","37","76","280","11"
"USW00014763","2024-04-05T16:13:00","FM-16","343","37","73","300","13"
"USW00014763","2024-04-05T16:22:00","FM-16","343","37","76","280","17"
"USW00014763","2024-04-05T16:31:00","FM-16","343","37","76","300","10"
"USW00014763","2024-04-05T16:40:00","FM-16","343","37","76","300","15"
"USW00014763","2024-04-05T16:54:00","FM-15","343","37","76","290","10"
"USW00014763","2024-04-05T17:25:00","FM-16","343","37","76","290","16"
"USW00014763","2024-04-05T17:54:00","FM-15","343","36","82","300","9"
"USW00014763","2024-04-05T18:09:00","FM-16","343","35","85","290","7"
"USW00014763","2024-04-05T18:52:00","FM-16","343","36","81","280","17"
"USW00014763","2024-04-05T18:54:00","FM-15","343","35","85","290","14"
"USW00014763","2024-04-05T19:35:00","FM-16","343","35","85","290","11"
"USW00014763","2024-04-05T19:54:00","FM-15","343","35","89","290","11"
"USW00014763","2024-04-05T20:52:00","FM-16","343","36","87","290","14"
"USW00014763","2024-04-05T20:54:00","FM-15","343","35","89","290","14"
"USW00014763","2024-04-05T21:54:00","FM-15","343","35","85","290","14"
"USW00014763","2024-04-05T22:06:00","FM-16","343","34","89","300","10"
"USW00014763","2024-04-05T22:39:00","FM-16","343","35","85","300","11"
"USW00014763","2024-04-05T22:52:00","FM-16","343","34","87","310","5"
"USW00014763","2024-04-05T22:54:00","FM-15","343","34","89","310","7"
"USW00014763","2024-04-05T22:59:00","FM-16","343","34","89","310","7"
"USW00014763","2024-04-05T23:09:00","FM-16","343","34","89","310","7"
"USW00014763","2024-04-05T23:18:00","FM-16","343","33","92","330","7"
"USW00014763","2024-04-05T23:31:00","FM-16","343","33","96","010","3"
"USW00014763","2024-04-05T23:41:00","FM-16","343","33","92","VRB","3"
"USW00014763","2024-04-05T23:49:00","FM-16","343","34","87","350","3"
"USW00014763","2024-04-05T23:54:00","FM-15","343","33","92","330","5"
"USW00014763","2024-04-06T00:00:00","SOD",,,,,
"USW00014763","2024-04-06T00:05:00","FM-16","343","33","92","300","6"
"USW00014763","2024-04-06T00:09:00","FM-16","343","33","92","300","7"
"USW00014763","2024-04-06T00:12:00","FM-16","343","33","92","300","6"
"USW00014763","2024-04-06T00:54:00","FM-15","343","33","85","VRB","8"
"USW00014763","2024-04-06T01:54:00","FM-15","343","34","76",,
"USW00014763","2024-04-06T02:50:00","FM-16","343","34","75","330","6"
"USW00014763","2024-04-06T02:54:00","FM-15","343","33","78","VRB","6"
"USW00014763","2024-04-06T03:09:00","FM-16","343","33","78","330","7"
"USW00014763","2024-04-06T03:54:00","FM-15","343","33","82",,
"USW00014763","2024-04-06T04:20:00","FM-16","343","33","78","330","8"
"USW00014763","2024-04-06T04:54:00","FM-15","343","33","78","340","6"
"USW00014763","2024-04-06T05:54:00","FM-15","343","33","75","VRB","10"
"USW00014763","2024-04-06T06:19:00","FM-16","343","33","75","VRB","10"
"USW00014763","2024-04-06T06:54:00","FM-15","343","34","73","350","15"
"USW00014763","2024-04-06T07:54:00","FM-15","343","34","73","340","14"
"USW00014763","2024-04-06T08:54:00","FM-15","343","35","72","VRB","7"
"USW00014763","2024-04-06T09:54:00","FM-15","343","35","72","360","8"
"USW00014763","2024-04-06T10:54:00","FM-15","343","37","67","330","7"
"USW00014763","2024-04-06T11:54:00","FM-15","343","38","65","VRB","9"
"USW00014763","2024-04-06T12:54:00","FM-15","343","40","63","330","15"
"USW00014763","2024-04-06T13:06:00","FM-16","343","41","60","VRB","11"
"USW00014763","2024-04-06T13:54:00","FM-15","343","40","60","330","9"
"USW00014763","2024-04-06T14:54:00","FM-15","343","41","57","010","9"
"USW00014763","2024-04-06T15:54:00","FM-15","343","40","60","VRB","15"
"USW00014763","2024-04-06T16:54:00","FM-15","343","40","60","VRB","15"
"USW00014763","2024-04-06T17:54:00","FM-15","343","39","60","340","15"
"USW00014763","2024-04-06T18:54:00","FM-15","343","37","65","330","9"
"USW00014763","2024-04-06T19:54:00","FM-15","343","37","67","330","10"
"USW00014763","2024-04-06T20:05:00","FM-16","343","37","67","330","10"
"USW00014763","2024-04-06T20:35:00","FM-16","343","37","67","340","11"
"USW00014763","2024-04-06T20:54:00","FM-15","343","37","67","VRB","6"
"USW00014763","2024-04-06T21:11:00","FM-16","343","37","67","350","5"
"USW00014763","2024-04-06T21:52:00","FM-16","343","36","70","300","8"
"USW00014763","2024-04-06T21:54:00","FM-15","343","36","70","310","8"
"USW00014763","2024-04-06T22:54:00","FM-15","343","36","73","320","8"
"USW00014763","2024-04-06T23:54:00","FM-15","343","37","70","340","5"
"USW00014763","2024-04-07T00:00:00","SOD",,,,,
"USW00014763","2024-04-07T00:54:00","FM-15","343","36","76","310","6"
"USW00014763","2024-04-07T01:54:00","FM-15","343","35","78","330","8"
"USW00014763","2024-04-07T02:22:00","FM-16","343","35","78","320","7"
"USW00014763","2024-04-07T02:49:00","FM-16","343","34","81","330","6"
"USW00014763","2024-04-07T02:54:00","FM-15","343","34","79","320","6"
"USW00014763","2024-04-07T03:54:00","FM-15","343","34","79","350","5"
"USW00014763","2024-04-07T04:18:00","FM-16","343","33","78","350","3"
"USW00014763","2024-04-07T04:25:00","FM-16","343","33","78","000","0"
"USW00014763","2024-04-07T04:54:00","FM-15","343","33","78","VRB","5"
"USW00014763","2024-04-07T05:11:00","FM-16","343","33","78","360","7"
"USW00014763","2024-04-07T05:32:00","FM-16","343","33","78","010","3"
"USW00014763","2024-04-07T05:54:00","FM-15","343","32","79","010","6"
"USW00014763","2024-04-07T06:29:00","FM-16","343","34","73","VRB","5"
"USW00014763","2024-04-07T06:46:00","FM-16","343","34","76","340","3"
"USW00014763","2024-04-07T06:54:00","FM-15","343","34","76","320","3"
"USW00014763","2024-04-07T07:40:00","FM-16","343","36","70","300","6"
"USW00014763","2024-04-07T07:54:00","FM-15","343","36","67","VRB","5"
"USW00014763","2024-04-07T08:52:00","FM-16","343","37","65","010","9"
"USW00014763","2024-04-07T08:54:00","FM-15","343","38","62","010","9"
"USW00014763","2024-04-07T09:54:00","FM-15","343","40","58","VRB","6"
"USW00014763","2024-04-07T10:54:00","FM-15","343","43","56","350","11"
"USW00014763","2024-04-07T11:54:00","FM-15","343","43","58","340","11"
"USW00014763","2024-04-07T12:54:00","FM-15","343","43","53","010","8"
"USW00014763","2024-04-07T13:54:00","FM-15","343","47","50","300","10"
"USW00014763","2024-04-07T14:54:00","FM-15","343","50","44","360","8"
"USW00014763","2024-04-07T15:54:00","FM-15","343","50","39","020","8"
"USW00014763","2024-04-07T16:54:00","FM-15","343","50","38","360","9"
"USW00014763","2024-04-07T17:54:00","FM-15","343","47","34","350","9"
"USW00014763","2024-04-07T18:54:00","FM-15","343","43","42","360","6"
"USW00014763","2024-04-07T19:54:00","FM-15","343","40","51","000","0"
"USW00014763","2024-04-07T20:54:00","FM-15","343","39","53","000","0"
"USW00014763","2024-04-07T21:54:00","FM-15","343","34","73","000","0"
"USW00014763","2024-04-07T22:54:00","FM-15","343","32","73","000","0"
"USW00014763","2024-04-07T23:54:00","FM-15","343","31","79","000","0"
"USW00014763","2024-04-08T00:00:00","SOD",,,,,
"USW00014763","2024-04-08T00:54:00","FM-15","343","28","81","280","5"
"USW00014763","2024-04-08T01:54:00","FM-15","343","27","89","100","3"
"USW00014763","2024-04-08T02:54:00","FM-15","343","28","85","000","0"
"USW00014763","2024-04-08T03:54:00","FM-15","343","26","88","130","3"
"USW00014763","2024-04-08T04:54:00","FM-15","343","26","88","000","0"
"USW00014763","2024-04-08T05:54:00","FM-15","343","27","89","000","0"
"USW00014763","2024-04-08T06:54:00","FM-15","343","32","85","020","3"
"USW00014763","2024-04-08T07:54:00","FM-15","343","38","73","000","0"
"USW00014763","2024-04-08T08:54:00","FM-15","343","49","41","250","6"
"USW00014763","2024-04-08T09:54:00","FM-15","343","53","34","320","7"
"USW00014763","2024-04-08T10:54:00","FM-15","343","57","30","260","8"
"USW00014763","2024-04-08T11:54:00","FM-15","343","60","28",,
"USW00014763","2024-04-08T12:54:00","FM-15","343","60","27","260","13"
"USW00014763","2024-04-08T13:54:00","FM-15","343","60","24","250","11"
"USW00014763","2024-04-08T14:54:00","FM-15","343","56","30","280","6"
"USW00014763","2024-04-08T15:54:00","FM-15","343","60","23","260","6"
"USW00014763","2024-04-08T16:54:00","FM-15","343","59","27","290","8"
"USW00014763","2024-04-08T17:54:00","FM-15","343","56","34","260","5"
"USW00014763","2024-04-08T18:54:00","FM-15","343","49","50","000","0"
"USW00014763","2024-04-08T19:54:00","FM-15","343","46","54","250","5"
"USW00014763","2024-04-08T20:54:00","FM-15","343","44","60","230","5"
"USW00014763","2024-04-08T21:54:00","FM-15","343","41","62","260","3"
"USW00014763","2024-04-08T22:54:00","FM-15","343","41","62","000","0"
"USW00014763","2024-04-08T23:54:00","FM-15","343","39","70","000","0"
"USW00014763","2024-04-09T00:00:00","SOD",,,,,
"USW00014763","2024-04-09T00:54:00","FM-15","343","38","70","000","0"
"USW00014763","2024-04-09T01:54:00","FM-15","343","37","79","000","0"
"USW00014763","2024-04-09T02:54:00","FM-15","343","38","73","000","0"
"USW00014763","2024-04-09T03:54:00","FM-15","343","36","79","000","0"
"USW00014763","2024-04-09T04:54:00","FM-15","343","34","82","000","0"
"USW00014763","2024-04-09T05:54:00","FM-15","343","34","85","000","0"
"USW00014763","2024-04-09T06:54:00","FM-15","343","42","76","000","0"
"USW00014763","2024-04-09T07:54:00","FM-15","343","51","56","000","0"
"USW00014763","2024-04-09T08:54:00","FM-15","343","58","38","000","0"
"USW00014763","2024-04-09T09:54:00","FM-15","343","61","31","VRB","3"
"USW00014763","2024-04-09T10:54:00","FM-15","343","64","29","VRB","3"
"USW00014763","2024-04-09T11:54:00","FM-15","343","66","26","240","6"
"USW00014763","2024-04-09T12:54:00","FM-15","343","69","24","300","8"
"USW00014763","2024-04-09T13:54:00","FM-15","343","70","23","260","9"
"USW00014763","2024-04-09T14:54:00","FM-15","343","71","23","290","9"
"USW00014763","2024-04-09T15:54:00","FM-15","343","70","23","320","9"
"USW00014763","2024-04-09T16:54:00","FM-15","343","69","22","250","3"
"USW00014763","2024-04-09T17:54:00","FM-15","343","63","37","000","0"
"USW00014763","2024-04-09T18:54:00","FM-15","343","55","55","130","5"
"USW00014763","2024-04-09T19:54:00","FM-15","343","53","51","000","0"
"USW00014763","2024-04-09T20:54:00","FM-15","343","50","54","000","0"
"USW00014763","2024-04-09T21:54:00","FM-15","343","49","59","350","3"
"USW00014763","2024-04-09T22:54:00","FM-15","343","47","63","040","3"
"USW00014763","2024-04-09T23:54:00","FM-15","343","44","71","000","0"
"USW00014763","2024-04-10T00:00:00","SOD",,,,,
"USW00014763","2024-04-10T00:54:00","FM-15","343","46","66","000","0"
"USW00014763","2024-04-10T01:54:00","FM-15","343","45","71","000","0"
"USW00014763","2024-04-10T02:54:00","FM-15","343","46","68","000","0"
"USW00014763","2024-04-10T03:54:00","FM-15","343","45","66","030","6"
"USW00014763","2024-04-10T04:54:00","FM-15","343","47","63","VRB","8"
"USW00014763","2024-04-10T05:54:00","FM-15","343","48","61","110","6"
"USW00014763","2024-04-10T06:54:00","FM-15","343","47","61","060","6"
"USW00014763","2024-04-10T07:54:00","FM-15","343","51","54","150","10"
"USW00014763","2024-04-10T08:54:00","FM-15","343","53","51","120","9"
"USW00014763","2024-04-10T09:52:00","FM-16","343","55","47","170","3"
"USW00014763","2024-04-10T09:54:00","FM-15","343","56","47","VRB","3"
"USW00014763","2024-04-10T10:15:00","FM-16","343","58","48","110","8"
"USW00014763","2024-04-10T10:54:00","FM-15","343","57","47","000","0"
"USW00014763","2024-04-10T11:54:00","FM-15","343","56","55","180","7"
"USW00014763","2024-04-10T12:54:00","FM-15","343","52","80","140","7"
"USW00014763","2024-04-10T13:54:00","FM-15","343","53","80","270","3"
"USW00014763","2024-04-10T14:54:00","FM-15","343","52","89","060","5"
"USW00014763","2024-04-10T15:54:00","FM-15","343","52","89","000","0"
"USW00014763","2024-04-10T16:54:00","FM-15","343","52","86","040","3"
"USW00014763","2024-04-10T17:54:00","FM-15","343","51","89","000","0"
"USW00014763","2024-04-10T18:54:00","FM-15","343","50","93","020","5"
"USW00014763","2024-04-10T19:54:00","FM-15","343","50","93","020","5"
"USW00014763","2024-04-10T20:54:00","FM-15","343","50","93","000","0"
"USW00014763","2024-04-10T21:54:00","FM-15","343","49","93","020","3"
"USW00014763","2024-04-10T22:09:00","FM-16","343","48","93","000","0"
"USW00014763","2024-04-10T22:54:00","FM-15","343","48","93","060","5"
"USW00014763","2024-04-10T23:54:00","FM-15","343","48","93","060","3"
"USW00014763","2024-04-11T00:00:00","SOD",,,,,
"USW00014763","2024-04-11T00:13:00","FM-16","343","48","93","050","5"
"USW00014763","2024-04-11T00:54:00","FM-15","343","49","90","050","3"
"USW00014763","2024-04-11T01:54:00","FM-15","343","48","93","040","3"
"USW00014763","2024-04-11T02:52:00","FM-16","343","48","94","070","5"
"USW00014763","2024-04-11T02:54:00","FM-15","343","48","93","070","3"
"USW00014763","2024-04-11T03:54:00","FM-15","343","48","89","060","7"
"USW00014763","2024-04-11T04:26:00","FM-16","343","47","93","050","5"
"USW00014763","2024-04-11T04:52:00","FM-16","343","46","100","040","5"
