state,peakername,peakerid,date,hour,grossload_mw,steamload_1000lbsperhr,so2mass_lbs,co2mass_shorttons,noxmass_lbs,heatinput_mmbtu,operating,year,month,day,datetime,season,timeofday,weekday_num
MA,Pittsfield Generating,50002,4/1/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/1/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/1/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/1/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/1/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/1/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/1/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/1/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/1/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/1/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/1/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/1/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/1/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/1/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/1/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/1/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/1/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/1/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/1/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/1/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/1/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/1/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/1/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/1/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,1,2024;04;01;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/2/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/2/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/2/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/2/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/2/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/2/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/2/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/2/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/2/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/2/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/2/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/2/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/2/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/2/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/2/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/2/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/2/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/2/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/2/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/2/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/2/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/2/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/2/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/2/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,2,2024;04;02;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/3/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/3/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/3/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/3/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/3/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/3/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/3/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/3/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/3/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/3/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/3/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/3/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/3/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/3/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/3/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/3/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/3/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/3/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/3/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/3/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/3/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/3/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/3/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/3/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,3,2024;04;03;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/4/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/4/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/4/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/4/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/4/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/4/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/4/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/4/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/4/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/4/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/4/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/4/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/4/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/4/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/4/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/4/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/4/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/4/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/4/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/4/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/4/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/4/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/4/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/4/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,4,2024;04;04;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/5/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/5/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/5/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/5/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/5/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/5/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/5/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/5/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/5/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/5/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/5/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/5/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/5/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/5/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/5/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/5/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/5/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/5/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/5/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/5/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/5/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/5/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/5/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/5/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,5,2024;04;05;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/6/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;00,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/6/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;01,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/6/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;02,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/6/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;03,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/6/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;04,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/6/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;05,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/6/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;06,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/6/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;07,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/6/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;08,Spring,Morning,0
MA,Pittsfield Generating,50002,4/6/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;09,Spring,Morning,0
MA,Pittsfield Generating,50002,4/6/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;10,Spring,Morning,0
MA,Pittsfield Generating,50002,4/6/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;11,Spring,Morning,0
MA,Pittsfield Generating,50002,4/6/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;12,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/6/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;13,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/6/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;14,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/6/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;15,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/6/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;16,Spring,Evening,0
MA,Pittsfield Generating,50002,4/6/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;17,Spring,Evening,0
MA,Pittsfield Generating,50002,4/6/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;18,Spring,Evening,0
MA,Pittsfield Generating,50002,4/6/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;19,Spring,Evening,0
MA,Pittsfield Generating,50002,4/6/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;20,Spring,Night,0
MA,Pittsfield Generating,50002,4/6/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;21,Spring,Night,0
MA,Pittsfield Generating,50002,4/6/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;22,Spring,Night,0
MA,Pittsfield Generating,50002,4/6/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,6,2024;04;06;23,Spring,Night,0
MA,Pittsfield Generating,50002,4/7/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;00,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/7/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;01,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/7/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;02,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/7/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;03,Spring,Late Night,0
MA,Pittsfield Generating,50002,4/7/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;04,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/7/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;05,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/7/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;06,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/7/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;07,Spring,Early Morning,0
MA,Pittsfield Generating,50002,4/7/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;08,Spring,Morning,0
MA,Pittsfield Generating,50002,4/7/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;09,Spring,Morning,0
MA,Pittsfield Generating,50002,4/7/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;10,Spring,Morning,0
MA,Pittsfield Generating,50002,4/7/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;11,Spring,Morning,0
MA,Pittsfield Generating,50002,4/7/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;12,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/7/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;13,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/7/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;14,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/7/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;15,Spring,Afternoon,0
MA,Pittsfield Generating,50002,4/7/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;16,Spring,Evening,0
MA,Pittsfield Generating,50002,4/7/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;17,Spring,Evening,0
MA,Pittsfield Generating,50002,4/7/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;18,Spring,Evening,0
MA,Pittsfield Generating,50002,4/7/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;19,Spring,Evening,0
MA,Pittsfield Generating,50002,4/7/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;20,Spring,Night,0
MA,Pittsfield Generating,50002,4/7/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;21,Spring,Night,0
MA,Pittsfield Generating,50002,4/7/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;22,Spring,Night,0
MA,Pittsfield Generating,50002,4/7/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,7,2024;04;07;23,Spring,Night,0
MA,Pittsfield Generating,50002,4/8/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;00,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/8/2024,1,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;01,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/8/2024,2,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;02,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/8/2024,3,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;03,Spring,Late Night,1
MA,Pittsfield Generating,50002,4/8/2024,4,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;04,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/8/2024,5,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;05,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/8/2024,6,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;06,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/8/2024,7,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;07,Spring,Early Morning,1
MA,Pittsfield Generating,50002,4/8/2024,8,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;08,Spring,Morning,1
MA,Pittsfield Generating,50002,4/8/2024,9,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;09,Spring,Morning,1
MA,Pittsfield Generating,50002,4/8/2024,10,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;10,Spring,Morning,1
MA,Pittsfield Generating,50002,4/8/2024,11,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;11,Spring,Morning,1
MA,Pittsfield Generating,50002,4/8/2024,12,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;12,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/8/2024,13,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;13,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/8/2024,14,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;14,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/8/2024,15,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;15,Spring,Afternoon,1
MA,Pittsfield Generating,50002,4/8/2024,16,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;16,Spring,Evening,1
MA,Pittsfield Generating,50002,4/8/2024,17,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;17,Spring,Evening,1
MA,Pittsfield Generating,50002,4/8/2024,18,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;18,Spring,Evening,1
MA,Pittsfield Generating,50002,4/8/2024,19,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;19,Spring,Evening,1
MA,Pittsfield Generating,50002,4/8/2024,20,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;20,Spring,Night,1
MA,Pittsfield Generating,50002,4/8/2024,21,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;21,Spring,Night,1
MA,Pittsfield Generating,50002,4/8/2024,22,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;22,Spring,Night,1
MA,Pittsfield Generating,50002,4/8/2024,23,NA,NA,NA,NA,NA,NA,0,2024,4,8,2024;04;08;23,Spring,Night,1
MA,Pittsfield Generating,50002,4/9/2024,0,NA,NA,NA,NA,NA,NA,0,2024,4,9,2024;04;09;00,Spring,Late Night,1
