"","datasourceId","sourceId","sourceType","StartOfPeriod","endOfPeriod","locationLatitude","locationLongitude","no2Conc1HourMean.qcAssessment","no2Conc1HourMean.status","no2Conc1HourMean.value","pm10ConcMass1HourMean.qcAssessment","pm10ConcMass1HourMean.raw","pm2_5ConcMass1HourMean.qcAssessment","pm2_5ConcMass1HourMean.status","pm2_5ConcMass1HourMean.value","name","name_full","notes","longitude","latitude","distancepeaker","distanceairport","distancemajroads","bearing_deg","bearing_rad","sin_bearing","cos_bearing","state","peakername","peakerid","date","hour","grossload_mw","steamload_1000lbsperhr","so2mass_lbs","co2mass_shorttons","noxmass_lbs","heatinput_mmbtu","operating","year","month","day","season","timeofday","weekday_num","STATION","REPORT_TYPE","SOURCE","HourlyDryBulbTemperature","HourlyRelativeHumidity","HourlyWindDirection","HourlyWindSpeed","fireworks","smoke","operating_f","datetime"
"1","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;00","2024;06;01;01",42.45855,-73.22086,"valid","calibrated-ready",5.01,"valid",4.46,"valid","calibrated-ready",4.31,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,0,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Late Night",0,"USW00014763","FM-15",343,53,61,"VRB","3","0","0","Not operating",2024-06-01
"2","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;01","2024;06;01;02",42.45855,-73.22086,"valid","calibrated-ready",5.36,"valid",5.99,"valid","calibrated-ready",4.53,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,1,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Late Night",0,"USW00014763","FM-15",343,48,77,"130","5","0","0","Not operating",2024-06-01 01:00:00
"3","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;02","2024;06;01;03",42.45855,-73.22086,"valid","calibrated-ready",25.93,"valid",7.97,"valid","calibrated-ready",4.88,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,2,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Late Night",0,"USW00014763","FM-15",343,51,69,"230","5","0","0","Not operating",2024-06-01 02:00:00
"4","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;03","2024;06;01;04",42.45855,-73.22086,"valid","calibrated-ready",41.22,"valid",12.81,"valid","calibrated-ready",5.75,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,3,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Late Night",0,"USW00014763","FM-15",343,55,57,"270","3","0","0","Not operating",2024-06-01 03:00:00
"5","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;04","2024;06;01;05",42.45855,-73.22086,"valid","calibrated-ready",51.79,"valid",14.54,"valid","calibrated-ready",6.21,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,4,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Early Morning",0,"USW00014763","FM-15",343,55,57,"VRB","6","0","0","Not operating",2024-06-01 04:00:00
"6","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;05","2024;06;01;06",42.45855,-73.22086,"valid","calibrated-ready",51.39,"valid",16.77,"valid","calibrated-ready",6.26,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,5,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Early Morning",0,"USW00014763","FM-15",343,57,60,"280","7","0","0","Not operating",2024-06-01 05:00:00
"7","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;06","2024;06;01;07",42.45855,-73.22086,"valid","calibrated-ready",58.23,"valid",17.26,"valid","calibrated-ready",6.11,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,6,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Early Morning",0,"USW00014763","FM-15",343,60,53,"300","8","0","0","Not operating",2024-06-01 06:00:00
"8","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;07","2024;06;01;08",42.45855,-73.22086,"valid","calibrated-ready",53.41,"valid",14.53,"valid","calibrated-ready",5.15,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,7,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Early Morning",0,"USW00014763","FM-15",343,63,52,"320","7","0","0","Not operating",2024-06-01 07:00:00
"9","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;08","2024;06;01;09",42.45855,-73.22086,"valid","calibrated-ready",53.13,"valid",11.66,"valid","calibrated-ready",4.62,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,8,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Morning",0,"USW00014763","FM-15",343,65,51,"270","9","0","0","Not operating",2024-06-01 08:00:00
"10","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;09","2024;06;01;10",42.45855,-73.22086,"valid","calibrated-ready",50.93,"valid",10.87,"valid","calibrated-ready",4.46,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,9,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Morning",0,"USW00014763","FM-15",343,68,49,"250","9","0","0","Not operating",2024-06-01 09:00:00
"11","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;10","2024;06;01;11",42.45855,-73.22086,"valid","calibrated-ready",57.66,"valid",12.43,"valid","calibrated-ready",4.49,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,10,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Morning",0,"USW00014763","FM-15",343,71,47,"280","7","0","0","Not operating",2024-06-01 10:00:00
"12","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;11","2024;06;01;12",42.45855,-73.22086,"valid","calibrated-ready",50.85,"valid",10.92,"valid","calibrated-ready",4.54,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,11,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Morning",0,"USW00014763","FM-15",343,73,41,"280","9","0","0","Not operating",2024-06-01 11:00:00
"13","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;12","2024;06;01;13",42.45855,-73.22086,"valid","calibrated-ready",17.38,"valid",8.56,"valid","calibrated-ready",4.41,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,12,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Afternoon",0,"USW00014763","FM-15",343,76,36,"290","11","0","0","Not operating",2024-06-01 12:00:00
"14","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;13","2024;06;01;14",42.45855,-73.22086,"valid","calibrated-ready",2.13,"valid",7.52,"valid","calibrated-ready",4.62,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,13,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Afternoon",0,"USW00014763","FM-15",343,78,32,"VRB","9","0","0","Not operating",2024-06-01 13:00:00
"15","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;14","2024;06;01;15",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.82,"valid","calibrated-ready",4.74,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,14,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Afternoon",0,"USW00014763","FM-15",343,78,27,"330","10","0","0","Not operating",2024-06-01 14:00:00
"16","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;15","2024;06;01;16",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.8,"valid","calibrated-ready",4.85,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,15,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Afternoon",0,"USW00014763","FM-15",343,78,30,"310","8","0","0","Not operating",2024-06-01 15:00:00
"17","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;16","2024;06;01;17",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",5.77,"valid","calibrated-ready",5.02,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,16,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Evening",0,"USW00014763","FM-15",343,77,30,"300","9","0","0","Not operating",2024-06-01 16:00:00
"18","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;17","2024;06;01;18",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.35,"valid","calibrated-ready",5.37,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,17,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Evening",0,"USW00014763","FM-15",343,75,34,"280","5","0","0","Not operating",2024-06-01 17:00:00
"19","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;18","2024;06;01;19",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.47,"valid","calibrated-ready",5.64,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,18,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Evening",0,"USW00014763","FM-15",343,70,44,"0","0","0","0","Not operating",2024-06-01 18:00:00
"20","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;19","2024;06;01;20",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",7.01,"valid","calibrated-ready",5.8,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,19,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Evening",0,"USW00014763","FM-15",343,65,54,"240","5","0","0","Not operating",2024-06-01 19:00:00
"21","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;20","2024;06;01;21",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",7.7,"valid","calibrated-ready",6.02,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,20,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Night",0,"USW00014763","FM-15",343,59,64,"0","0","0","0","Not operating",2024-06-01 20:00:00
"22","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;21","2024;06;01;22",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.94,"valid","calibrated-ready",6.05,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,21,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Night",0,"USW00014763","FM-15",343,56,75,"0","0","0","0","Not operating",2024-06-01 21:00:00
"23","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;22","2024;06;01;23",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",7.6,"valid","calibrated-ready",5.99,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,22,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Night",0,"USW00014763","FM-15",343,54,77,"0","0","0","0","Not operating",2024-06-01 22:00:00
"24","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;01;23","2024;06;02;00",42.45855,-73.22086,"valid","calibrated-ready",5.37,"valid",10.33,"valid","calibrated-ready",6.84,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-01,23,NA,NA,NA,NA,NA,NA,0,"2024",6,1,"Summer","Night",0,"USW00014763","FM-15",343,51,86,"280","3","0","0","Not operating",2024-06-01 23:00:00
"25","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;00","2024;06;02;01",42.45855,-73.22086,"valid","calibrated-ready",40.47,"valid",24.75,"valid","calibrated-ready",10.74,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,0,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Late Night",0,"USW00014763","FM-15",343,51,83,"0","0","0","0","Not operating",2024-06-02
"26","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;01","2024;06;02;02",42.45855,-73.22086,"valid","calibrated-ready",54.96,"valid",33.33,"valid","calibrated-ready",12.76,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,1,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Late Night",0,"USW00014763","FM-15",343,48,93,"0","0","0","0","Not operating",2024-06-02 01:00:00
"27","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;02","2024;06;02;03",42.45855,-73.22086,"valid","calibrated-ready",66.08,"valid",41.87,"valid","calibrated-ready",14.12,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,2,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Late Night",0,"USW00014763","FM-15",343,47,93,"0","0","0","0","Not operating",2024-06-02 02:00:00
"28","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;03","2024;06;02;04",42.45855,-73.22086,"valid","calibrated-ready",71.32,"valid",27.36,"valid","calibrated-ready",10.28,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,3,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Late Night",0,"USW00014763","FM-15",343,47,90,"0","0","0","0","Not operating",2024-06-02 03:00:00
"29","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;04","2024;06;02;05",42.45855,-73.22086,"valid","calibrated-ready",69.29,"valid",22.6,"valid","calibrated-ready",8.7,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,4,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Early Morning",0,"USW00014763","FM-15",343,47,93,"0","0","0","0","Not operating",2024-06-02 04:00:00
"30","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;05","2024;06;02;06",42.45855,-73.22086,"valid","calibrated-ready",63.68,"valid",20.05,"valid","calibrated-ready",7.96,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,5,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Early Morning",0,"USW00014763","FM-15",343,52,89,"0","0","0","0","Not operating",2024-06-02 05:00:00
"31","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;06","2024;06;02;07",42.45855,-73.22086,"valid","calibrated-ready",61.13,"valid",19.84,"valid","calibrated-ready",7.25,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,6,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Early Morning",0,"USW00014763","FM-15",343,57,78,"0","0","0","0","Not operating",2024-06-02 06:00:00
"32","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;07","2024;06;02;08",42.45855,-73.22086,"valid","calibrated-ready",60.44,"valid",17.8,"valid","calibrated-ready",6.46,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,7,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Early Morning",0,"USW00014763","FM-15",343,63,65,"0","0","0","0","Not operating",2024-06-02 07:00:00
"33","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;08","2024;06;02;09",42.45855,-73.22086,"valid","calibrated-ready",54.86,"valid",18.09,"valid","calibrated-ready",6.5,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,8,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Morning",0,"USW00014763","FM-15",343,70,53,"VRB","3","0","0","Not operating",2024-06-02 08:00:00
"34","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;09","2024;06;02;10",42.45855,-73.22086,"valid","calibrated-ready",52.61,"valid",17.51,"valid","calibrated-ready",6.31,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,9,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Morning",0,"USW00014763","FM-15",343,73,38,"230","6","0","0","Not operating",2024-06-02 09:00:00
"35","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;10","2024;06;02;11",42.45855,-73.22086,"valid","calibrated-ready",60.91,"valid",19.48,"valid","calibrated-ready",6.36,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,10,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Morning",0,"USW00014763","FM-15",343,74,33,"240","3","0","0","Not operating",2024-06-02 10:00:00
"36","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;11","2024;06;02;12",42.45855,-73.22086,"valid","calibrated-ready",52.14,"valid",15.59,"valid","calibrated-ready",6.03,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,11,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Morning",0,"USW00014763","FM-15",343,77,30,"VRB","7","0","0","Not operating",2024-06-02 11:00:00
"37","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;12","2024;06;02;13",42.45855,-73.22086,"valid","calibrated-ready",28.11,"valid",13.29,"valid","calibrated-ready",5.89,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,12,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Afternoon",0,"USW00014763","FM-15",343,78,31,"220","5","0","0","Not operating",2024-06-02 12:00:00
"38","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;13","2024;06;02;14",42.45855,-73.22086,"valid","calibrated-ready",2.63,"valid",10.09,"valid","calibrated-ready",5.63,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,13,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Afternoon",0,"USW00014763","FM-15",343,79,28,"280","9","0","0","Not operating",2024-06-02 13:00:00
"39","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;14","2024;06;02;15",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",6.97,"valid","calibrated-ready",5.21,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,14,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Afternoon",0,"USW00014763","FM-15",343,79,29,"210","5","0","0","Not operating",2024-06-02 14:00:00
"40","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;15","2024;06;02;16",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",5.55,"valid","calibrated-ready",4.96,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,15,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Afternoon",0,"USW00014763","FM-15",343,78,29,"0","0","0","0","Not operating",2024-06-02 15:00:00
"41","DKWAZ4010","AKR3XP4V","CLARITY_NODE","2024;06;02;16","2024;06;02;17",42.45855,-73.22086,"valid","calibrated-ready",0,"valid",4.94,"valid","calibrated-ready",4.67,"Allendale Elementary School","Allendale Elementary School @ 180 Connecticut Avenue, Pittsfield MA 01201","",-73.22086,42.45855,329.502769803532,6843.30376678749,200.34767848836,316.452385982614,5.52313606118856,-0.688957139542839,0.724802083242694,"MA","Pittsfield Generating",50002,2024-06-02,16,NA,NA,NA,NA,NA,NA,0,"2024",6,2,"Summer","Evening",0,"USW00014763","FM-15",343,77,33,"220","6","0","0","Not operating",2024-06-02 16:00:00
